customer_key,Recency,Frequency,Monetary,Cluster
10130,41.0,1,49,1
10131,229.0,2,2484,3
10132,216.0,1,40,1
10133,237.0,1,21,1
10134,97.0,1,21,1
10135,263.0,1,70,1
10136,283.0,1,104,1
10137,233.0,1,107,1
10138,102.0,1,37,1
10139,55.0,2,4371,3
10140,156.0,1,1736,1
10141,251.0,1,15,1
10142,122.0,1,1155,1
10143,37.0,1,78,1
10144,122.0,1,1155,1
10145,141.0,1,1188,1
10146,89.0,1,70,1
10147,145.0,1,1155,1
10148,126.0,1,1179,1
10149,52.0,2,3223,3
10150,137.0,1,1183,1
10151,144.0,1,1170,1
10152,140.0,1,1155,1
10153,149.0,1,1134,1
10154,140.0,1,1147,1
10155,54.0,1,74,1
10156,141.0,1,1155,1
10157,133.0,1,1149,1
10158,233.0,1,50,1
10159,330.0,1,50,1
10160,342.0,1,74,1
10161,124.0,1,1775,1
10162,128.0,1,1174,1
10163,125.0,1,1155,1
10164,0.0,1,73,1
10165,174.0,1,69,1
10166,173.0,2,4674,3
10167,172.0,2,4909,3
10168,153.0,2,4658,3
10169,160.0,2,4625,3
10170,180.0,2,4648,3
10171,110.0,1,75,1
10172,267.0,1,37,1
10173,322.0,1,42,1
10174,174.0,2,4660,3
10175,131.0,1,42,1
10176,191.0,1,35,1
10177,363.0,1,35,1
10178,175.0,1,40,1
10179,169.0,1,40,1
10180,171.0,2,4935,3
10181,176.0,2,3883,3
10182,136.0,1,32,1
10183,54.0,1,32,1
10184,167.0,2,4658,3
10185,154.0,1,75,1
10186,28.0,1,40,1
10187,277.0,1,35,1
10188,211.0,1,32,1
10189,243.0,1,124,1
10190,170.0,2,4208,3
10191,354.0,1,42,1
10192,159.0,2,4169,3
10193,161.0,2,4229,3
10194,149.0,2,3906,3
10195,143.0,2,3912,3
10196,152.0,2,4144,3
10197,155.0,1,35,1
10198,142.0,2,3918,3
10199,119.0,1,70,1
10200,134.0,2,4144,3
10201,144.0,2,3933,3
10202,166.0,2,4921,3
10203,154.0,2,4633,3
10204,154.0,2,4634,3
10205,128.0,1,75,1
10206,177.0,2,4886,3
10207,150.0,2,3883,3
10208,248.0,1,124,1
10209,275.0,1,40,1
10210,143.0,1,40,1
10211,310.0,1,40,1
10212,165.0,2,4900,3
10213,341.0,1,75,1
10214,94.0,1,64,1
10215,146.0,2,4660,3
10216,135.0,2,4625,3
10217,147.0,2,4935,3
10218,135.0,2,4660,3
10219,146.0,2,4662,3
10220,128.0,2,4697,3
10221,304.0,1,75,1
10222,183.0,1,30,1
10223,146.0,2,3937,3
10224,309.0,1,57,1
10225,112.0,1,42,1
10226,132.0,2,4733,3
10227,143.0,2,4660,3
10228,126.0,1,27,1
10229,152.0,2,3937,3
10230,130.0,2,4198,3
10231,129.0,2,4171,3
10232,100.0,2,3937,3
10233,40.0,1,40,1
10234,299.0,1,120,1
10235,344.0,1,120,1
10236,133.0,1,1134,1
10237,156.0,1,78,1
10238,169.0,1,70,1
10239,10.0,2,39,1
10240,212.0,1,7,1
10241,314.0,1,120,1
10242,263.0,1,79,1
10243,322.0,1,79,1
10244,175.0,1,15,1
10245,238.0,1,50,1
10246,220.0,1,23,1
10247,133.0,1,1194,1
10248,116.0,1,15,1
10249,171.0,1,35,1
10250,63.0,1,70,1
10251,279.0,1,15,1
10252,180.0,2,191,1
10253,347.0,2,94,1
10254,126.0,1,1155,1
10255,351.0,1,90,1
10256,326.0,1,32,1
10257,99.0,2,3918,3
10258,107.0,2,4144,3
10259,106.0,2,3937,3
10260,98.0,2,3908,3
10261,123.0,1,15,1
10262,284.0,1,70,1
10263,53.0,1,69,1
10264,236.0,1,5,1
10265,139.0,1,1120,1
10266,146.0,1,1730,1
10267,31.0,2,4525,3
10268,143.0,1,1736,1
10269,113.0,1,1726,1
10270,114.0,1,1736,1
10271,206.0,1,79,1
10272,103.0,1,1728,1
10273,31.0,2,4435,3
10274,191.0,1,15,1
10275,136.0,1,1198,1
10276,104.0,1,1151,1
10277,108.0,1,40,1
10278,108.0,1,5,1
10279,29.0,1,15,1
10280,180.0,1,5,1
10281,49.0,1,39,1
10282,92.0,1,1129,1
10283,111.0,1,1120,1
10284,289.0,1,125,1
10285,35.0,2,3223,3
10286,257.0,1,15,1
10287,74.0,1,69,1
10288,166.0,1,45,1
10289,276.0,1,15,1
10290,77.0,1,1764,1
10291,72.0,1,24,1
10292,40.0,1,1736,1
10293,148.0,1,15,1
10294,42.0,1,1764,1
10295,291.0,1,10,1
10296,81.0,1,57,1
10297,12.0,1,100,1
10298,43.0,1,1736,1
10299,308.0,1,93,1
10300,331.0,1,79,1
10301,379.0,1,1120,1
10302,9.0,1,15,1
10303,251.0,1,70,1
10304,184.0,1,69,1
10305,251.0,1,24,1
10306,40.0,2,3204,3
10307,54.0,1,5,1
10308,304.0,1,24,1
10309,50.0,1,81,1
10310,353.0,1,1183,1
10311,332.0,1,1120,1
10312,33.0,2,4473,3
10313,182.0,1,95,1
10314,253.0,1,1155,1
10315,33.0,1,10,1
10316,230.0,1,1189,1
10317,107.0,1,69,1
10318,218.0,1,109,1
10319,122.0,1,37,1
10320,61.0,1,24,1
10321,134.0,1,100,1
10322,319.0,1,50,1
10323,160.0,1,15,1
10324,223.0,1,1120,1
10325,283.0,1,69,1
10326,279.0,1,70,1
10327,225.0,1,1179,1
10328,222.0,1,1120,1
10329,204.0,1,50,1
10330,109.0,1,1179,1
10331,103.0,1,1120,1
10332,382.0,2,2670,3
10333,353.0,2,2616,3
10334,202.0,1,1174,1
10335,177.0,1,1155,1
10336,177.0,1,1183,1
10337,288.0,2,2628,3
10338,161.0,1,50,1
10339,168.0,1,24,1
10340,359.0,1,40,1
10341,264.0,1,23,1
10342,21.0,1,15,1
10343,174.0,1,1155,1
10344,151.0,1,1170,1
10345,135.0,1,1155,1
10346,173.0,1,30,1
10347,198.0,1,15,1
10348,0.0,1,5,1
10349,48.0,2,4392,3
10350,382.0,2,2988,3
10351,339.0,1,70,1
10352,93.0,1,17,1
10353,294.0,2,2625,3
10354,198.0,1,45,1
10355,298.0,2,2646,3
10356,119.0,1,1184,1
10357,96.0,1,1174,1
10358,121.0,1,1205,1
10359,309.0,1,10,1
10360,252.0,2,3032,3
10361,141.0,1,94,1
10362,273.0,2,2997,3
10363,9.0,1,94,1
10364,276.0,1,5,1
10365,2.0,1,7,1
10366,276.0,1,7,1
10367,361.0,1,40,1
10368,341.0,1,7,1
10369,213.0,1,15,1
10370,121.0,1,1155,1
10371,196.0,1,40,1
10372,206.0,1,7,1
10373,160.0,1,75,1
10374,322.0,1,15,1
10375,323.0,1,7,1
10376,332.0,1,40,1
10377,156.0,1,5,1
10378,238.0,1,70,1
10379,195.0,1,79,1
10380,252.0,2,2992,3
10381,271.0,2,2736,3
10382,76.0,1,70,1
10383,353.0,1,70,1
10384,89.0,1,70,1
10385,250.0,2,2921,3
10386,41.0,1,609,1
10387,33.0,1,540,1
10388,245.0,2,2745,3
10389,105.0,1,1179,1
10390,271.0,2,2771,3
10391,51.0,1,32,1
10392,357.0,1,30,1
10393,72.0,1,30,1
10394,136.0,2,4924,3
10395,140.0,2,4658,3
10396,23.0,1,99,1
10397,118.0,1,1170,1
10398,195.0,1,50,1
10399,64.0,1,24,1
10400,91.0,1,10,1
10401,254.0,2,2689,3
10402,107.0,1,1174,1
10403,134.0,2,4625,3
10404,130.0,2,4895,3
10405,147.0,2,4684,3
10406,215.0,1,75,1
10407,316.0,1,75,1
10408,365.0,1,42,1
10409,148.0,2,4625,3
10410,279.0,1,35,1
10411,75.0,1,1155,1
10412,62.0,1,1147,1
10413,357.0,1,60,1
10414,218.0,1,15,1
10415,33.0,1,15,1
10416,109.0,1,50,1
10417,99.0,1,1155,1
10418,99.0,1,1155,1
10419,127.0,2,4660,3
10420,251.0,1,65,1
10421,90.0,1,79,1
10422,190.0,1,100,1
10423,87.0,1,1184,1
10424,136.0,2,2888,3
10425,111.0,1,1170,1
10426,205.0,1,10,1
10427,103.0,1,1149,1
10428,61.0,1,1155,1
10429,67.0,1,1155,1
10430,41.0,1,1174,1
10431,136.0,1,74,1
10432,33.0,1,57,1
10433,328.0,1,15,1
10434,162.0,1,69,1
10435,33.0,1,1183,1
10436,41.0,1,1170,1
10437,33.0,1,1193,1
10438,36.0,1,1136,1
10439,383.0,1,561,1
10440,387.0,1,540,1
10441,395.0,1,563,1
10442,15.0,1,7,1
10443,351.0,1,15,1
10444,336.0,1,50,1
10445,248.0,1,23,1
10446,334.0,1,114,1
10447,264.0,1,55,1
10448,202.0,1,22,1
10449,373.0,1,564,1
10450,254.0,1,15,1
10451,91.0,1,60,1
10452,218.0,1,24,1
10453,213.0,1,50,1
10454,326.0,1,37,1
10455,91.0,1,10,1
10456,261.0,1,15,1
10457,266.0,1,104,1
10458,123.0,1,70,1
10459,227.0,1,50,1
10460,347.0,1,15,1
10461,190.0,1,15,1
10462,90.0,1,142,1
10463,41.0,1,50,1
10464,174.0,1,24,1
10465,68.0,1,77,1
10466,383.0,1,575,1
10467,370.0,1,556,1
10468,132.0,1,24,1
10469,137.0,1,65,1
10470,383.0,1,589,1
10471,375.0,1,563,1
10472,299.0,1,32,1
10473,329.0,1,50,1
10474,134.0,1,79,1
10475,338.0,1,45,1
10476,92.0,1,1147,1
10477,97.0,1,1197,1
10478,221.0,1,24,1
10479,107.0,1,1155,1
10480,98.0,1,1149,1
10481,33.0,1,40,1
10482,143.0,1,10,1
10483,121.0,1,1129,1
10484,104.0,1,1205,1
10485,111.0,1,1120,1
10486,100.0,1,1149,1
10487,121.0,1,1155,1
10488,377.0,1,549,1
10489,381.0,1,639,1
10490,142.0,1,7,1
10491,66.0,1,7,1
10492,107.0,1,1174,1
10493,242.0,1,15,1
10494,46.0,1,69,1
10495,170.0,1,7,1
10496,31.0,1,24,1
10497,339.0,1,15,1
10498,51.0,1,89,1
10499,75.0,1,135,1
10500,86.0,1,100,1
10501,344.0,1,23,1
10502,384.0,2,2661,3
10503,106.0,1,50,1
10504,69.0,1,50,1
10505,104.0,1,1155,1
10506,59.0,1,2355,1
10507,41.0,1,2370,1
10508,358.0,1,25,1
10509,47.0,2,3153,3
10510,37.0,2,3118,3
10511,301.0,1,129,1
10512,196.0,1,32,1
10513,126.0,1,25,1
10514,161.0,1,120,1
10515,242.0,1,70,1
10516,236.0,1,49,1
10517,48.0,2,3102,3
10518,58.0,2,3173,3
10519,192.0,1,144,1
10520,231.0,1,70,1
10521,89.0,1,32,1
10522,165.0,1,43,1
10523,210.0,1,124,1
10524,0.0,1,39,1
10525,0.0,1,115,1
10526,346.0,1,32,1
10527,159.0,1,30,1
10528,33.0,1,2295,1
10529,62.0,1,35,1
10530,65.0,1,30,1
10531,173.0,1,129,1
10532,6.0,1,57,1
10533,36.0,1,2400,1
10534,208.0,1,40,1
10535,391.0,2,1622,1
10536,76.0,1,70,1
10537,132.0,1,79,1
10538,50.0,1,2320,1
10539,39.0,1,2370,1
10540,123.0,1,35,1
10541,203.0,2,1602,1
10542,144.0,1,150,1
10543,51.0,1,2330,1
10544,184.0,1,37,1
10545,82.0,1,30,1
10546,208.0,2,1631,1
10547,120.0,1,5,1
10548,151.0,1,73,1
10549,131.0,1,37,1
10550,330.0,1,99,1
10551,172.0,1,59,1
10552,179.0,1,30,1
10553,130.0,2,4625,3
10554,145.0,2,4667,3
10555,156.0,1,75,1
10556,138.0,2,4716,3
10557,137.0,2,4930,3
10558,127.0,2,4886,3
10559,144.0,2,4919,3
10560,133.0,2,4900,3
10561,135.0,2,4703,3
10562,152.0,2,4947,3
10563,106.0,2,4633,3
10564,333.0,1,40,1
10565,263.0,1,75,1
10566,345.0,1,49,1
10567,338.0,1,42,1
10568,94.0,2,4973,3
10569,92.0,2,4660,3
10570,99.0,2,4959,3
10571,93.0,2,4706,3
10572,120.0,2,4625,3
10573,97.0,2,4660,3
10574,172.0,1,62,1
10575,350.0,1,124,1
10576,394.0,1,549,1
10577,368.0,1,549,1
10578,56.0,1,40,1
10579,155.0,1,17,1
10580,239.0,1,15,1
10581,231.0,1,45,1
10582,356.0,1,24,1
10583,271.0,2,2638,3
10584,104.0,1,1214,1
10585,113.0,1,1155,1
10586,94.0,1,1179,1
10587,97.0,1,1120,1
10588,92.0,1,1155,1
10589,79.0,1,1174,1
10590,254.0,2,2589,3
10591,79.0,1,1169,1
10592,37.0,1,70,1
10593,93.0,1,24,1
10594,83.0,1,1155,1
10595,83.0,1,1169,1
10596,262.0,2,2649,3
10597,68.0,1,1155,1
10598,374.0,1,561,1
10599,75.0,1,1120,1
10600,84.0,1,1170,1
10601,393.0,1,563,1
10602,342.0,1,589,1
10603,357.0,1,549,1
10604,359.0,1,567,1
10605,75.0,1,1179,1
10606,85.0,1,1179,1
10607,83.0,1,1155,1
10608,77.0,1,1120,1
10609,340.0,1,575,1
10610,358.0,1,554,1
10611,335.0,1,549,1
10612,338.0,1,618,1
10613,197.0,1,15,1
10614,223.0,2,2610,3
10615,224.0,2,2589,3
10616,85.0,1,1155,1
10617,286.0,1,69,1
10618,8.0,1,15,1
10619,361.0,2,2611,3
10620,345.0,1,556,1
10621,215.0,2,2620,3
10622,206.0,2,2616,3
10623,135.0,2,2612,3
10624,42.0,1,10,1
10625,263.0,1,50,1
10626,170.0,1,69,1
10627,139.0,1,135,1
10628,217.0,1,17,1
10629,145.0,1,78,1
10630,100.0,2,2624,3
10631,349.0,1,15,1
10632,198.0,1,7,1
10633,294.0,1,15,1
10634,311.0,1,65,1
10635,131.0,1,50,1
10636,221.0,1,74,1
10637,187.0,1,15,1
10638,76.0,1,1155,1
10639,82.0,1,1170,1
10640,170.0,1,10,1
10641,192.0,1,124,1
10642,62.0,1,1120,1
10643,103.0,2,2620,3
10644,64.0,1,1170,1
10645,67.0,1,1145,1
10646,77.0,1,1183,1
10647,344.0,1,563,1
10648,352.0,1,609,1
10649,349.0,1,549,1
10650,344.0,1,554,1
10651,347.0,1,554,1
10652,324.0,1,609,1
10653,363.0,2,2646,3
10654,305.0,1,589,1
10655,318.0,1,604,1
10656,310.0,2,2648,3
10657,165.0,1,57,1
10658,281.0,1,15,1
10659,108.0,2,2641,3
10660,85.0,2,4143,3
10661,68.0,1,1134,1
10662,215.0,1,59,1
10663,281.0,1,21,1
10664,162.0,1,40,1
10665,86.0,1,60,1
10666,282.0,1,554,1
10667,126.0,1,828,1
10668,118.0,1,819,1
10669,221.0,2,2519,3
10670,189.0,2,2484,3
10671,139.0,1,147,1
10672,283.0,1,629,1
10673,33.0,1,1155,1
10674,275.0,1,639,1
10675,92.0,1,5,1
10676,13.0,1,99,1
10677,31.0,1,23,1
10678,91.0,1,21,1
10679,325.0,1,43,1
10680,199.0,1,1701,1
10681,328.0,1,49,1
10682,103.0,1,799,1
10683,115.0,1,7,1
10684,211.0,1,1779,1
10685,170.0,1,60,1
10686,63.0,1,1205,1
10687,193.0,1,10,1
10688,101.0,1,24,1
10689,322.0,1,15,1
10690,76.0,1,15,1
10691,285.0,1,94,1
10692,273.0,1,40,1
10693,200.0,1,15,1
10694,242.0,1,45,1
10695,136.0,1,50,1
10696,62.0,1,1169,1
10697,30.0,1,69,1
10698,99.0,1,15,1
10699,317.0,1,15,1
10700,90.0,1,1158,1
10701,90.0,1,1174,1
10702,234.0,1,78,1
10703,119.0,2,92,1
10704,24.0,2,44,1
10705,77.0,1,1151,1
10706,54.0,1,50,1
10707,158.0,1,100,1
10708,98.0,1,15,1
10709,177.0,1,50,1
10710,86.0,1,1155,1
10711,80.0,2,4187,3
10712,84.0,1,1179,1
10713,267.0,1,69,1
10714,246.0,1,15,1
10715,26.0,1,65,1
10716,350.0,1,15,1
10717,141.0,1,15,1
10718,0.0,1,45,1
10719,155.0,1,23,1
10720,89.0,1,100,1
10721,342.0,1,15,1
10722,107.0,1,15,1
10723,79.0,1,15,1
10724,67.0,1,1205,1
10725,200.0,1,15,1
10726,200.0,1,5,1
10727,198.0,1,42,1
10728,63.0,2,4132,3
10729,89.0,1,1205,1
10730,124.0,1,50,1
10731,55.0,1,17,1
10732,39.0,1,15,1
10733,106.0,1,84,1
10734,44.0,1,15,1
10735,22.0,1,15,1
10736,32.0,1,94,1
10737,73.0,1,95,1
10738,86.0,1,60,1
10739,55.0,1,70,1
10740,299.0,1,37,1
10741,14.0,1,131,1
10742,332.0,2,4127,3
10743,274.0,1,31,1
10744,274.0,1,50,1
10745,121.0,1,50,1
10746,171.0,1,72,1
10747,68.0,1,1174,1
10748,334.0,1,540,1
10749,330.0,1,600,1
10750,65.0,1,1155,1
10751,301.0,1,69,1
10752,158.0,1,50,1
10753,54.0,1,7,1
10754,273.0,1,79,1
10755,134.0,1,15,1
10756,105.0,1,15,1
10757,333.0,1,554,1
10758,5.0,1,74,1
10759,107.0,1,15,1
10760,43.0,1,64,1
10761,115.0,1,50,1
10762,196.0,1,135,1
10763,362.0,1,79,1
10764,75.0,1,50,1
10765,310.0,1,7,1
10766,234.0,1,79,1
10767,324.0,1,540,1
10768,178.0,1,124,1
10769,289.0,2,4118,3
10770,331.0,1,604,1
10771,193.0,1,24,1
10772,201.0,1,23,1
10773,129.0,1,24,1
10774,246.0,1,15,1
10775,47.0,1,50,1
10776,303.0,1,70,1
10777,271.0,1,24,1
10778,65.0,1,181,1
10779,102.0,1,15,1
10780,40.0,1,15,1
10781,297.0,1,78,1
10782,85.0,1,1174,1
10783,275.0,1,50,1
10784,337.0,1,50,1
10785,259.0,1,50,1
10786,67.0,1,1155,1
10787,152.0,1,120,1
10788,343.0,1,17,1
10789,63.0,1,1120,1
10790,266.0,1,15,1
10791,233.0,1,74,1
10792,305.0,1,575,1
10793,59.0,1,114,1
10794,63.0,1,1155,1
10795,88.0,1,1179,1
10796,322.0,1,613,1
10797,163.0,1,60,1
10798,86.0,1,1155,1
10799,78.0,1,1174,1
10800,182.0,1,24,1
10801,146.0,1,65,1
10802,176.0,1,45,1
10803,302.0,1,78,1
10804,94.0,1,40,1
10805,188.0,1,15,1
10806,288.0,1,50,1
10807,139.0,1,15,1
10808,76.0,1,1120,1
10809,88.0,1,1155,1
10810,109.0,1,50,1
10811,333.0,1,563,1
10812,62.0,1,17,1
10813,76.0,1,1155,1
10814,35.0,2,4118,3
10815,202.0,1,15,1
10816,298.0,1,64,1
10817,211.0,1,83,1
10818,94.0,1,791,1
10819,271.0,1,191,1
10820,325.0,1,32,1
10821,172.0,1,39,1
10822,185.0,1,49,1
10823,246.0,1,565,1
10824,125.0,1,5,1
10825,49.0,1,27,1
10826,30.0,1,5,1
10827,75.0,1,13,1
10828,40.0,1,2355,1
10829,48.0,1,2322,1
10830,108.0,1,64,1
10831,232.0,1,540,1
10832,114.0,1,35,1
10833,13.0,1,40,1
10834,50.0,1,2295,1
10835,118.0,1,59,1
10836,50.0,1,2361,1
10837,186.0,1,5,1
10838,24.0,1,69,1
10839,231.0,1,5,1
10840,154.0,1,93,1
10841,360.0,1,31,1
10842,193.0,1,25,1
10843,137.0,1,49,1
10844,297.0,1,14,1
10845,184.0,1,40,1
10846,305.0,1,5,1
10847,319.0,1,40,1
10848,188.0,1,188,1
10849,227.0,1,565,1
10850,312.0,1,40,1
10851,127.0,1,5,1
10852,309.0,1,5,1
10853,169.0,1,5,1
10854,150.0,1,90,1
10855,90.0,1,25,1
10856,162.0,1,580,1
10857,100.0,1,25,1
10858,369.0,1,2487,1
10859,373.0,1,2492,1
10860,163.0,1,5,1
10861,178.0,1,5,1
10862,362.0,1,40,1
10863,250.0,1,14,1
10864,295.0,1,40,1
10865,214.0,1,29,1
10866,243.0,1,149,1
10867,97.0,1,5,1
10868,141.0,1,14,1
10869,357.0,1,5,1
10870,58.0,1,5,1
10871,75.0,1,73,1
10872,55.0,1,30,1
10873,133.0,1,35,1
10874,95.0,2,4662,3
10875,97.0,2,4639,3
10876,92.0,2,4921,3
10877,117.0,2,4663,3
10878,100.0,2,4625,3
10879,119.0,2,4664,3
10880,106.0,1,35,1
10881,150.0,1,40,1
10882,132.0,1,129,1
10883,97.0,2,4886,3
10884,360.0,1,42,1
10885,114.0,1,75,1
10886,113.0,2,4642,3
10887,114.0,2,4697,3
10888,358.0,1,40,1
10889,117.0,2,4925,3
10890,118.0,2,4625,3
10891,185.0,1,40,1
10892,102.0,2,4921,3
10893,92.0,2,4921,3
10894,93.0,2,4664,3
10895,117.0,2,4625,3
10896,95.0,2,4658,3
10897,236.0,1,75,1
10898,116.0,2,4909,3
10899,87.0,1,75,1
10900,111.0,2,4664,3
10901,240.0,1,70,1
10902,26.0,1,15,1
10903,87.0,1,24,1
10904,317.0,1,549,1
10905,144.0,1,76,1
10906,194.0,1,15,1
10907,161.0,1,15,1
10908,138.0,1,15,1
10909,169.0,1,65,1
10910,321.0,1,563,1
10911,45.0,1,1174,1
10912,204.0,1,27,1
10913,261.0,1,575,1
10914,37.0,1,60,1
10915,283.0,1,40,1
10916,323.0,1,570,1
10917,167.0,1,40,1
10918,239.0,1,70,1
10919,363.0,1,69,1
10920,65.0,1,1120,1
10921,65.0,1,1184,1
10922,45.0,2,4142,3
10923,83.0,1,1120,1
10924,53.0,1,1120,1
10925,33.0,1,1120,1
10926,27.0,1,7,1
10927,51.0,1,1198,1
10928,35.0,1,1145,1
10929,51.0,1,1170,1
10930,54.0,1,1183,1
10931,47.0,1,1233,1
10932,47.0,1,1120,1
10933,42.0,1,1158,1
10934,66.0,1,50,1
10935,162.0,1,10,1
10936,26.0,1,39,1
10937,149.0,1,100,1
10938,54.0,1,1134,1
10939,168.0,1,15,1
10940,294.0,2,4163,3
10941,313.0,1,571,1
10942,58.0,1,1174,1
10943,330.0,1,575,1
10944,115.0,2,4625,3
10945,112.0,2,4714,3
10946,101.0,2,4886,3
10947,73.0,2,4660,3
10948,84.0,2,4633,3
10949,86.0,2,4886,3
10950,64.0,2,4660,3
10951,63.0,2,4900,3
10952,75.0,2,4923,3
10953,245.0,1,99,1
10954,282.0,1,35,1
10955,28.0,1,35,1
10956,67.0,2,4900,3
10957,80.0,2,4633,3
10958,61.0,2,4919,3
10959,67.0,2,4697,3
10960,80.0,2,4703,3
10961,137.0,1,40,1
10962,332.0,1,42,1
10963,335.0,1,35,1
10964,268.0,1,40,1
10965,128.0,1,104,1
10966,72.0,1,99,1
10967,63.0,2,4660,3
10968,59.0,1,124,1
10969,67.0,2,4723,3
10970,62.0,2,4760,3
10971,74.0,1,32,1
10972,200.0,1,32,1
10973,245.0,1,40,1
10974,63.0,1,57,1
10975,69.0,2,4924,3
10976,31.0,1,86,1
10977,103.0,2,4198,3
10978,231.0,1,75,1
10979,281.0,1,37,1
10980,114.0,2,3937,3
10981,99.0,2,4334,3
10982,79.0,1,76,1
10983,108.0,2,3883,3
10984,78.0,2,4144,3
10985,87.0,2,4175,3
10986,79.0,2,3937,3
10987,75.0,2,3883,3
10988,81.0,2,4639,3
10989,67.0,1,35,1
10990,308.0,1,35,1
10991,297.0,1,99,1
10992,6.0,1,121,1
10993,31.0,1,184,1
10994,326.0,1,75,1
10995,68.0,2,4660,3
10996,164.0,1,37,1
10997,69.0,2,3947,3
10998,86.0,1,40,1
10999,198.0,1,57,1
11000,91.0,2,4921,3
11001,87.0,2,4664,3
11002,269.0,1,75,1
11003,152.0,1,79,1
11004,205.0,1,57,1
11005,91.0,2,3918,3
11006,32.0,1,135,1
11007,316.0,1,42,1
11008,49.0,1,45,1
11009,50.0,2,4141,3
11010,316.0,1,10,1
11011,92.0,1,50,1
11012,60.0,1,69,1
11013,212.0,1,15,1
11014,45.0,1,565,1
11015,20.0,2,80,1
11016,204.0,1,5,1
11017,34.0,1,575,1
11018,237.0,1,70,1
11019,230.0,1,77,1
11020,335.0,1,7,1
11021,124.0,1,57,1
11022,87.0,1,24,1
11023,77.0,1,50,1
11024,314.0,1,79,1
11025,270.0,1,24,1
11026,204.0,1,15,1
11027,152.0,1,40,1
11028,262.0,1,60,1
11029,360.0,1,70,1
11030,46.0,1,31,1
11031,62.0,2,4144,3
11032,69.0,2,3897,3
11033,88.0,2,3883,3
11034,75.0,2,3918,3
11035,303.0,1,15,1
11036,303.0,1,70,1
11037,43.0,1,1155,1
11038,136.0,1,45,1
11039,358.0,1,85,1
11040,46.0,1,35,1
11041,257.0,1,37,1
11042,37.0,2,4167,3
11043,316.0,1,540,1
11044,297.0,1,589,1
11045,292.0,1,608,1
11046,290.0,1,562,1
11047,298.0,1,563,1
11048,130.0,1,24,1
11049,294.0,1,549,1
11050,268.0,1,15,1
11051,226.0,2,4160,3
11052,37.0,1,50,1
11053,353.0,1,15,1
11054,114.0,1,10,1
11055,291.0,1,563,1
11056,352.0,1,24,1
11057,143.0,1,35,1
11058,17.0,1,70,1
11059,58.0,2,4118,3
11060,302.0,1,7,1
11061,327.0,1,37,1
11062,33.0,1,1145,1
11063,39.0,1,1120,1
11064,13.0,1,79,1
11065,346.0,1,70,1
11066,336.0,1,70,1
11067,302.0,1,540,1
11068,277.0,1,540,1
11069,291.0,1,24,1
11070,183.0,1,23,1
11071,175.0,1,15,1
11072,266.0,1,74,1
11073,303.0,1,618,1
11074,250.0,1,74,1
11075,275.0,1,554,1
11076,123.0,1,144,1
11077,247.0,1,66,1
11078,297.0,1,30,1
11079,275.0,1,563,1
11080,111.0,1,24,1
11081,61.0,1,57,1
11082,298.0,1,30,1
11083,290.0,1,575,1
11084,154.0,1,155,1
11085,112.0,1,70,1
11086,176.0,1,35,1
11087,230.0,1,30,1
11088,202.0,1,94,1
11089,289.0,1,570,1
11090,295.0,1,554,1
11091,353.0,1,32,1
11092,278.0,1,549,1
11093,291.0,1,563,1
11094,257.0,1,589,1
11095,265.0,1,540,1
11096,79.0,1,142,1
11097,270.0,1,134,1
11098,346.0,1,62,1
11099,214.0,1,70,1
11100,260.0,1,563,1
11101,173.0,1,91,1
11102,114.0,1,32,1
11103,114.0,1,85,1
11104,250.0,1,70,1
11105,266.0,1,554,1
11106,27.0,1,45,1
11107,262.0,1,554,1
11108,230.0,1,72,1
11109,285.0,1,85,1
11110,383.0,2,5971,3
11111,35.0,1,35,1
11112,58.0,1,1174,1
11113,342.0,2,6047,3
11114,256.0,1,589,1
11115,243.0,2,4183,3
11116,266.0,1,625,1
11117,245.0,1,563,1
11118,198.0,2,4158,3
11119,186.0,2,4158,3
11120,245.0,1,563,1
11121,330.0,2,5962,3
11122,245.0,2,5997,3
11123,290.0,1,94,1
11124,249.0,1,30,1
11125,77.0,1,35,1
11126,323.0,1,35,1
11127,161.0,1,35,1
11128,264.0,1,90,1
11129,187.0,2,4142,3
11130,260.0,1,575,1
11131,264.0,1,575,1
11132,254.0,1,561,1
11133,245.0,1,563,1
11134,254.0,1,556,1
11135,125.0,1,144,1
11136,267.0,1,575,1
11137,267.0,1,554,1
11138,54.0,1,1184,1
11139,286.0,1,37,1
11140,261.0,1,549,1
11141,34.0,1,1120,1
11142,155.0,1,166,1
11143,307.0,1,72,1
11144,347.0,1,40,1
11145,199.0,1,90,1
11146,312.0,1,37,1
11147,48.0,1,37,1
11148,157.0,1,70,1
11149,220.0,1,70,1
11150,29.0,1,124,1
11151,323.0,1,70,1
11152,142.0,1,134,1
11153,52.0,1,1205,1
11154,245.0,1,549,1
11155,358.0,1,37,1
11156,143.0,1,70,1
11157,328.0,1,70,1
11158,112.0,1,32,1
11159,236.0,1,37,1
11160,48.0,1,32,1
11161,239.0,1,37,1
11162,39.0,1,72,1
11163,237.0,1,70,1
11164,358.0,1,37,1
11165,232.0,1,563,1
11166,255.0,1,191,1
11167,230.0,1,70,1
11168,352.0,1,124,1
11169,244.0,2,2997,3
11170,223.0,1,79,1
11171,270.0,2,2745,3
11172,258.0,2,2722,3
11173,249.0,2,2932,3
11174,267.0,2,2736,3
11175,273.0,2,3007,3
11176,271.0,2,3018,3
