customer_key,Recency,Frequency,Monetary
10494,46.0,1,69
10495,170.0,1,7
10496,31.0,1,24
10497,339.0,1,15
10498,51.0,1,89
10499,75.0,1,135
10500,86.0,1,100
10501,344.0,1,23
10502,384.0,2,2661
10503,106.0,1,50
10504,69.0,1,50
10505,104.0,1,1155
10506,59.0,1,2355
10507,41.0,1,2370
10508,358.0,1,25
10509,47.0,2,3153
10510,37.0,2,3118
10511,301.0,1,129
10512,196.0,1,32
10513,126.0,1,25
10514,161.0,1,120
10515,242.0,1,70
10516,236.0,1,49
10517,48.0,2,3102
10518,58.0,2,3173
10519,192.0,1,144
10520,231.0,1,70
10521,89.0,1,32
10522,165.0,1,43
10523,210.0,1,124
10524,0.0,1,39
10525,0.0,1,115
10526,346.0,1,32
10527,159.0,1,30
10528,33.0,1,2295
10529,62.0,1,35
10530,65.0,1,30
10531,173.0,1,129
10532,6.0,1,57
10533,36.0,1,2400
10534,208.0,1,40
10535,391.0,2,1622
10536,76.0,1,70
10537,132.0,1,79
10538,50.0,1,2320
10539,39.0,1,2370
10540,123.0,1,35
10541,203.0,2,1602
10542,144.0,1,150
10543,51.0,1,2330
10544,184.0,1,37
10545,82.0,1,30
10546,208.0,2,1631
10547,120.0,1,5
10548,151.0,1,73
10549,131.0,1,37
10550,330.0,1,99
10551,172.0,1,59
10552,179.0,1,30
10553,130.0,2,4625
10554,145.0,2,4667
10555,156.0,1,75
10556,138.0,2,4716
10557,137.0,2,4930
10558,127.0,2,4886
10559,144.0,2,4919
10560,133.0,2,4900
10561,135.0,2,4703
10562,152.0,2,4947
10563,106.0,2,4633
10564,333.0,1,40
10565,263.0,1,75
10566,345.0,1,49
10567,338.0,1,42
10568,94.0,2,4973
10569,92.0,2,4660
10570,99.0,2,4959
10571,93.0,2,4706
10572,120.0,2,4625
10573,97.0,2,4660
10574,172.0,1,62
10575,350.0,1,124
10576,394.0,1,549
10577,368.0,1,549
10578,56.0,1,40
10579,155.0,1,17
10580,239.0,1,15
10581,231.0,1,45
10582,356.0,1,24
10583,271.0,2,2638
10584,104.0,1,1214
10585,113.0,1,1155
10586,94.0,1,1179
10587,97.0,1,1120
10588,92.0,1,1155
10589,79.0,1,1174
10590,254.0,2,2589
10591,79.0,1,1169
10592,37.0,1,70
10593,93.0,1,24
10594,83.0,1,1155
10595,83.0,1,1169
10596,262.0,2,2649
10597,68.0,1,1155
10598,374.0,1,561
10599,75.0,1,1120
10600,84.0,1,1170
10601,393.0,1,563
10602,342.0,1,589
10603,357.0,1,549
10604,359.0,1,567
10605,75.0,1,1179
10606,85.0,1,1179
10607,83.0,1,1155
10608,77.0,1,1120
10609,340.0,1,575
10610,358.0,1,554
10611,335.0,1,549
10612,338.0,1,618
10613,197.0,1,15
10614,223.0,2,2610
10615,224.0,2,2589
10616,85.0,1,1155
10617,286.0,1,69
10618,8.0,1,15
10619,361.0,2,2611
10620,345.0,1,556
10621,215.0,2,2620
10622,206.0,2,2616
10623,135.0,2,2612
10624,42.0,1,10
10625,263.0,1,50
10626,170.0,1,69
10627,139.0,1,135
10628,217.0,1,17
10629,145.0,1,78
10630,100.0,2,2624
10631,349.0,1,15
10632,198.0,1,7
10633,294.0,1,15
10634,311.0,1,65
10635,131.0,1,50
10636,221.0,1,74
10637,187.0,1,15
10638,76.0,1,1155
10639,82.0,1,1170
10640,170.0,1,10
10641,192.0,1,124
10642,62.0,1,1120
10643,103.0,2,2620
10644,64.0,1,1170
10645,67.0,1,1145
10646,77.0,1,1183
10647,344.0,1,563
10648,352.0,1,609
10649,349.0,1,549
10650,344.0,1,554
10651,347.0,1,554
10652,324.0,1,609
10653,363.0,2,2646
10654,305.0,1,589
10655,318.0,1,604
10656,310.0,2,2648
10657,165.0,1,57
10658,281.0,1,15
10659,108.0,2,2641
10660,85.0,2,4143
10661,68.0,1,1134
10662,215.0,1,59
10663,281.0,1,21
10664,162.0,1,40
10665,86.0,1,60
10666,282.0,1,554
10667,126.0,1,828
10668,118.0,1,819
10669,221.0,2,2519
10670,189.0,2,2484
10671,139.0,1,147
10672,283.0,1,629
10673,33.0,1,1155
10674,275.0,1,639
10675,92.0,1,5
10676,13.0,1,99
10677,31.0,1,23
10678,91.0,1,21
10679,325.0,1,43
10680,199.0,1,1701
10681,328.0,1,49
10682,103.0,1,799
10683,115.0,1,7
10684,211.0,1,1779
10685,170.0,1,60
10686,63.0,1,1205
10687,193.0,1,10
10688,101.0,1,24
10689,322.0,1,15
10690,76.0,1,15
10691,285.0,1,94
10692,273.0,1,40
10693,200.0,1,15
10694,242.0,1,45
10695,136.0,1,50
10696,62.0,1,1169
10697,30.0,1,69
10698,99.0,1,15
10699,317.0,1,15
10700,90.0,1,1158
10701,90.0,1,1174
10702,234.0,1,78
10703,119.0,2,92
10704,24.0,2,44
10705,77.0,1,1151
10706,54.0,1,50
10707,158.0,1,100
10708,98.0,1,15
10709,177.0,1,50
10710,86.0,1,1155
10711,80.0,2,4187
10712,84.0,1,1179
10713,267.0,1,69
10714,246.0,1,15
10715,26.0,1,65
10716,350.0,1,15
10717,141.0,1,15
10718,0.0,1,45
10719,155.0,1,23
10720,89.0,1,100
10721,342.0,1,15
10722,107.0,1,15
10723,79.0,1,15
10724,67.0,1,1205
10725,200.0,1,15
10726,200.0,1,5
10727,198.0,1,42
10728,63.0,2,4132
10729,89.0,1,1205
10730,124.0,1,50
10731,55.0,1,17
10732,39.0,1,15
10733,106.0,1,84
10734,44.0,1,15
10735,22.0,1,15
10736,32.0,1,94
10737,73.0,1,95
10738,86.0,1,60
10739,55.0,1,70
10740,299.0,1,37
10741,14.0,1,131
10742,332.0,2,4127
10743,274.0,1,31
10744,274.0,1,50
10745,121.0,1,50
10746,171.0,1,72
10747,68.0,1,1174
10748,334.0,1,540
10749,330.0,1,600
10750,65.0,1,1155
10751,301.0,1,69
10752,158.0,1,50
10753,54.0,1,7
10754,273.0,1,79
10755,134.0,1,15
10756,105.0,1,15
10757,333.0,1,554
10758,5.0,1,74
10759,107.0,1,15
10760,43.0,1,64
10761,115.0,1,50
10762,196.0,1,135
10763,362.0,1,79
10764,75.0,1,50
10765,310.0,1,7
10766,234.0,1,79
10767,324.0,1,540
10768,178.0,1,124
10769,289.0,2,4118
10770,331.0,1,604
10771,193.0,1,24
10772,201.0,1,23
10773,129.0,1,24
10774,246.0,1,15
10775,47.0,1,50
10776,303.0,1,70
10777,271.0,1,24
10778,65.0,1,181
10779,102.0,1,15
10780,40.0,1,15
10781,297.0,1,78
10782,85.0,1,1174
10783,275.0,1,50
10784,337.0,1,50
10785,259.0,1,50
10786,67.0,1,1155
10787,152.0,1,120
10788,343.0,1,17
10789,63.0,1,1120
10790,266.0,1,15
10791,233.0,1,74
10792,305.0,1,575
10793,59.0,1,114
10794,63.0,1,1155
10795,88.0,1,1179
10796,322.0,1,613
10797,163.0,1,60
10798,86.0,1,1155
10799,78.0,1,1174
10800,182.0,1,24
10801,146.0,1,65
10802,176.0,1,45
10803,302.0,1,78
10804,94.0,1,40
10805,188.0,1,15
10806,288.0,1,50
10807,139.0,1,15
10808,76.0,1,1120
10809,88.0,1,1155
10810,109.0,1,50
10811,333.0,1,563
10812,62.0,1,17
10813,76.0,1,1155
10814,35.0,2,4118
10815,202.0,1,15
10816,298.0,1,64
10817,211.0,1,83
10818,94.0,1,791
10819,271.0,1,191
10820,325.0,1,32
10821,172.0,1,39
10822,185.0,1,49
10823,246.0,1,565
10824,125.0,1,5
10825,49.0,1,27
10826,30.0,1,5
10827,75.0,1,13
10828,40.0,1,2355
10829,48.0,1,2322
10830,108.0,1,64
10831,232.0,1,540
10832,114.0,1,35
10833,13.0,1,40
10834,50.0,1,2295
10835,118.0,1,59
10836,50.0,1,2361
10837,186.0,1,5
10838,24.0,1,69
10839,231.0,1,5
10840,154.0,1,93
10841,360.0,1,31
10842,193.0,1,25
10843,137.0,1,49
10844,297.0,1,14
10845,184.0,1,40
10846,305.0,1,5
10847,319.0,1,40
10848,188.0,1,188
10849,227.0,1,565
10850,312.0,1,40
10851,127.0,1,5
10852,309.0,1,5
10853,169.0,1,5
10854,150.0,1,90
10855,90.0,1,25
10856,162.0,1,580
10857,100.0,1,25
10858,369.0,1,2487
10859,373.0,1,2492
10860,163.0,1,5
10861,178.0,1,5
10862,362.0,1,40
10863,250.0,1,14
10864,295.0,1,40
10865,214.0,1,29
10866,243.0,1,149
10867,97.0,1,5
10868,141.0,1,14
10869,357.0,1,5
10870,58.0,1,5
10871,75.0,1,73
10872,55.0,1,30
10873,133.0,1,35
10874,95.0,2,4662
10875,97.0,2,4639
10876,92.0,2,4921
10877,117.0,2,4663
10878,100.0,2,4625
10879,119.0,2,4664
10880,106.0,1,35
10881,150.0,1,40
10882,132.0,1,129
10883,97.0,2,4886
10884,360.0,1,42
10885,114.0,1,75
10886,113.0,2,4642
10887,114.0,2,4697
10888,358.0,1,40
10889,117.0,2,4925
10890,118.0,2,4625
10891,185.0,1,40
10892,102.0,2,4921
10893,92.0,2,4921
10894,93.0,2,4664
10895,117.0,2,4625
10896,95.0,2,4658
10897,236.0,1,75
10898,116.0,2,4909
10899,87.0,1,75
10900,111.0,2,4664
10901,240.0,1,70
10902,26.0,1,15
10903,87.0,1,24
10904,317.0,1,549
10905,144.0,1,76
10906,194.0,1,15
10907,161.0,1,15
10908,138.0,1,15
10909,169.0,1,65
10910,321.0,1,563
10911,45.0,1,1174
10912,204.0,1,27
10913,261.0,1,575
10914,37.0,1,60
10915,283.0,1,40
10916,323.0,1,570
10917,167.0,1,40
10918,239.0,1,70
10919,363.0,1,69
10920,65.0,1,1120
10921,65.0,1,1184
10922,45.0,2,4142
10923,83.0,1,1120
10924,53.0,1,1120
10925,33.0,1,1120
10926,27.0,1,7
10927,51.0,1,1198
10928,35.0,1,1145
10929,51.0,1,1170
10930,54.0,1,1183
10931,47.0,1,1233
10932,47.0,1,1120
10933,42.0,1,1158
10934,66.0,1,50
10935,162.0,1,10
10936,26.0,1,39
10937,149.0,1,100
10938,54.0,1,1134
10939,168.0,1,15
10940,294.0,2,4163
10941,313.0,1,571
10942,58.0,1,1174
10943,330.0,1,575
10944,115.0,2,4625
10945,112.0,2,4714
10946,101.0,2,4886
10947,73.0,2,4660
10948,84.0,2,4633
10949,86.0,2,4886
10950,64.0,2,4660
10951,63.0,2,4900
10952,75.0,2,4923
10953,245.0,1,99
10954,282.0,1,35
10955,28.0,1,35
10956,67.0,2,4900
10957,80.0,2,4633
10958,61.0,2,4919
10959,67.0,2,4697
10960,80.0,2,4703
10961,137.0,1,40
10962,332.0,1,42
10963,335.0,1,35
10964,268.0,1,40
10965,128.0,1,104
10966,72.0,1,99
10967,63.0,2,4660
10968,59.0,1,124
10969,67.0,2,4723
10970,62.0,2,4760
10971,74.0,1,32
10972,200.0,1,32
10973,245.0,1,40
10974,63.0,1,57
10975,69.0,2,4924
10976,31.0,1,86
10977,103.0,2,4198
10978,231.0,1,75
10979,281.0,1,37
10980,114.0,2,3937
10981,99.0,2,4334
10982,79.0,1,76
10983,108.0,2,3883
10984,78.0,2,4144
10985,87.0,2,4175
10986,79.0,2,3937
10987,75.0,2,3883
10988,81.0,2,4639
10989,67.0,1,35
10990,308.0,1,35
10991,297.0,1,99
10992,6.0,1,121
10993,31.0,1,184
10994,326.0,1,75
10995,68.0,2,4660
10996,164.0,1,37
10997,69.0,2,3947
10998,86.0,1,40
10999,198.0,1,57
11000,91.0,2,4921
11001,87.0,2,4664
11002,269.0,1,75
11003,152.0,1,79
11004,205.0,1,57
11005,91.0,2,3918
11006,32.0,1,135
11007,316.0,1,42
11008,49.0,1,45
11009,50.0,2,4141
11010,316.0,1,10
11011,92.0,1,50
11012,60.0,1,69
11013,212.0,1,15
11014,45.0,1,565
11015,20.0,2,80
11016,204.0,1,5
11017,34.0,1,575
11018,237.0,1,70
11019,230.0,1,77
11020,335.0,1,7
11021,124.0,1,57
11022,87.0,1,24
11023,77.0,1,50
11024,314.0,1,79
11025,270.0,1,24
11026,204.0,1,15
11027,152.0,1,40
11028,262.0,1,60
11029,360.0,1,70
11030,46.0,1,31
11031,62.0,2,4144
11032,69.0,2,3897
11033,88.0,2,3883
11034,75.0,2,3918
11035,303.0,1,15
11036,303.0,1,70
11037,43.0,1,1155
11038,136.0,1,45
11039,358.0,1,85
11040,46.0,1,35
11041,257.0,1,37
11042,37.0,2,4167
11043,316.0,1,540
11044,297.0,1,589
11045,292.0,1,608
11046,290.0,1,562
11047,298.0,1,563
11048,130.0,1,24
11049,294.0,1,549
11050,268.0,1,15
11051,226.0,2,4160
11052,37.0,1,50
11053,353.0,1,15
11054,114.0,1,10
11055,291.0,1,563
11056,352.0,1,24
11057,143.0,1,35
11058,17.0,1,70
11059,58.0,2,4118
11060,302.0,1,7
11061,327.0,1,37
11062,33.0,1,1145
11063,39.0,1,1120
11064,13.0,1,79
11065,346.0,1,70
11066,336.0,1,70
11067,302.0,1,540
11068,277.0,1,540
11069,291.0,1,24
11070,183.0,1,23
11071,175.0,1,15
11072,266.0,1,74
11073,303.0,1,618
11074,250.0,1,74
11075,275.0,1,554
11076,123.0,1,144
11077,247.0,1,66
11078,297.0,1,30
11079,275.0,1,563
11080,111.0,1,24
11081,61.0,1,57
11082,298.0,1,30
11083,290.0,1,575
11084,154.0,1,155
11085,112.0,1,70
11086,176.0,1,35
11087,230.0,1,30
11088,202.0,1,94
11089,289.0,1,570
11090,295.0,1,554
11091,353.0,1,32
11092,278.0,1,549
11093,291.0,1,563
11094,257.0,1,589
11095,265.0,1,540
11096,79.0,1,142
11097,270.0,1,134
11098,346.0,1,62
11099,214.0,1,70
11100,260.0,1,563
11101,173.0,1,91
11102,114.0,1,32
11103,114.0,1,85
11104,250.0,1,70
11105,266.0,1,554
11106,27.0,1,45
11107,262.0,1,554
11108,230.0,1,72
11109,285.0,1,85
11110,383.0,2,5971
11111,35.0,1,35
11112,58.0,1,1174
11113,342.0,2,6047
11114,256.0,1,589
11115,243.0,2,4183
11116,266.0,1,625
11117,245.0,1,563
11118,198.0,2,4158
11119,186.0,2,4158
11120,245.0,1,563
11121,330.0,2,5962
11122,245.0,2,5997
11123,290.0,1,94
11124,249.0,1,30
11125,77.0,1,35
11126,323.0,1,35
11127,161.0,1,35
11128,264.0,1,90
11129,187.0,2,4142
11130,260.0,1,575
11131,264.0,1,575
11132,254.0,1,561
11133,245.0,1,563
11134,254.0,1,556
11135,125.0,1,144
11136,267.0,1,575
11137,267.0,1,554
11138,54.0,1,1184
11139,286.0,1,37
11140,261.0,1,549
11141,34.0,1,1120
11142,155.0,1,166
11143,307.0,1,72
11144,347.0,1,40
11145,199.0,1,90
11146,312.0,1,37
11147,48.0,1,37
11148,157.0,1,70
11149,220.0,1,70
11150,29.0,1,124
11151,323.0,1,70
11152,142.0,1,134
11153,52.0,1,1205
11154,245.0,1,549
11155,358.0,1,37
11156,143.0,1,70
11157,328.0,1,70
11158,112.0,1,32
11159,236.0,1,37
11160,48.0,1,32
11161,239.0,1,37
11162,39.0,1,72
11163,237.0,1,70
11164,358.0,1,37
11165,232.0,1,563
11166,255.0,1,191
11167,230.0,1,70
11168,352.0,1,124
11169,244.0,2,2997
11170,223.0,1,79
11171,270.0,2,2745
11172,258.0,2,2722
11173,249.0,2,2932
11174,267.0,2,2736
11175,273.0,2,3007
11176,271.0,2,3018
11177,207.0,1,101
11178,199.0,1,24
11179,76.0,2,4233
11180,227.0,1,22
11181,84.0,2,4633
11182,81.0,2,4674
11183,214.0,2,6006
11184,103.0,1,32
11185,107.0,1,37
11186,308.0,1,39
11187,36.0,1,1174
11188,27.0,1,32
11189,39.0,1,1179
11190,222.0,1,549
11191,98.0,1,37
11192,256.0,1,94
11193,218.0,1,85
11194,89.0,2,4886
11195,63.0,2,4634
11196,56.0,2,4909
11197,55.0,2,4633
11198,55.0,2,4741
11199,59.0,2,4662
11200,50.0,2,4694
11201,44.0,2,4660
11202,50.0,2,5012
11203,31.0,2,4672
11204,55.0,2,4625
11205,197.0,1,42
11206,192.0,1,121
11207,169.0,1,201
11208,32.0,2,4921
11209,303.0,1,42
11210,270.0,1,75
11211,231.0,1,35
11212,258.0,1,37
11213,270.0,1,40
11214,335.0,1,59
11215,121.0,1,42
11216,289.0,1,79
11217,231.0,1,564
11218,11.0,1,61
11219,35.0,1,1155
11220,67.0,1,13
11221,33.0,1,1179
11222,45.0,1,1155
11223,40.0,1,94
11224,123.0,1,35
11225,232.0,1,624
11226,215.0,1,604
11227,316.0,1,35
11228,308.0,1,35
11229,89.0,1,37
11230,55.0,1,1147
11231,125.0,2,4223
11232,243.0,1,609
11233,226.0,2,5985
11234,228.0,2,5997
11235,200.0,2,5976
11236,40.0,1,1155
11237,32.0,1,1179
11238,185.0,1,30
11239,32.0,1,1155
11240,211.0,1,32
11241,238.0,1,32
11242,48.0,1,1149
11243,328.0,1,37
11244,55.0,1,1170
11245,298.0,1,30
11246,51.0,1,1188
11247,57.0,1,1170
11248,198.0,2,5978
11249,58.0,1,1134
11250,215.0,1,540
11251,215.0,1,549
11252,157.0,2,5971
11253,181.0,2,6047
11254,31.0,1,1174
11255,380.0,1,554
11256,216.0,1,599
11257,241.0,1,570
11258,236.0,1,540
11259,226.0,1,549
11260,385.0,1,563
11261,386.0,1,563
11262,396.0,1,561
11263,371.0,1,540
11264,6.0,1,35
11265,232.0,1,90
11266,324.0,1,22
11267,216.0,1,724
11268,119.0,2,4167
11269,155.0,2,6031
11270,189.0,1,94
11271,235.0,1,609
11272,223.0,1,613
11273,221.0,1,571
11274,376.0,1,575
11275,372.0,1,575
11276,354.0,1,615
11277,360.0,1,599
11278,3.0,1,30
11279,318.0,1,7
11280,55.0,1,30
11281,256.0,1,32
11282,347.0,1,540
11283,363.0,1,575
11284,161.0,1,157
11285,365.0,1,600
11286,198.0,1,90
11287,261.0,1,35
11288,344.0,1,540
11289,355.0,1,561
11290,356.0,1,561
11291,237.0,1,600
11292,242.0,1,575
11293,216.0,1,554
11294,236.0,1,561
11295,220.0,1,650
11296,219.0,1,600
11297,93.0,1,133
11298,226.0,1,600
11299,188.0,1,578
11300,92.0,2,4145
11301,340.0,1,549
11302,356.0,1,540
11303,202.0,1,1764
11304,45.0,1,21
11305,190.0,1,37
11306,23.0,1,120
11307,268.0,1,561
11308,119.0,1,804
11309,212.0,1,1769
11310,168.0,1,1786
11311,218.0,1,94
11312,197.0,1,1739
11313,382.0,1,2478
11314,178.0,1,1736
11315,180.0,1,84
11316,97.0,1,40
11317,244.0,1,618
11318,333.0,1,14
11319,33.0,1,1174
11320,248.0,1,554
11321,175.0,1,1736
11322,169.0,1,1701
11323,270.0,1,600
11324,372.0,1,2443
11325,306.0,1,25
11326,183.0,1,14
11327,83.0,1,40
11328,346.0,1,575
11329,354.0,1,549
11330,338.0,1,575
11331,365.0,1,609
11332,13.0,1,15
11333,226.0,1,40
11334,330.0,1,70
11335,339.0,1,549
11336,323.0,1,578
11337,308.0,1,600
11338,106.0,1,50
11339,360.0,1,69
11340,180.0,1,15
11341,148.0,1,15
11342,1.0,1,74
11343,119.0,1,69
11344,299.0,1,2422
11345,245.0,1,2419
11346,345.0,1,74
11347,333.0,1,575
11348,132.0,1,50
11349,247.0,1,15
11350,164.0,1,125
11351,101.0,1,15
11352,223.0,1,70
11353,143.0,1,10
11354,192.0,1,40
11355,206.0,1,40
11356,238.0,1,10
11357,2.0,1,50
11358,14.0,1,50
11359,251.0,1,39
11360,270.0,1,7
11361,185.0,1,59
11362,219.0,1,35
11363,140.0,1,35
11364,216.0,1,57
11365,194.0,1,45
11366,355.0,1,32
11367,175.0,1,57
11368,277.0,1,70
11369,312.0,1,615
11370,231.0,1,70
11371,33.0,1,160
11372,184.0,1,40
11373,327.0,1,575
11374,150.0,2,5976
11375,307.0,1,600
11376,138.0,1,35
11377,228.0,1,30
11378,107.0,1,184
11379,295.0,1,30
11380,90.0,1,27
11381,300.0,1,5
11382,255.0,1,29
11383,19.0,1,5
11384,180.0,1,68
11385,217.0,1,40
11386,139.0,1,59
11387,130.0,1,5
11388,105.0,1,5
11389,309.0,1,69
11390,16.0,1,40
11391,199.0,1,29
11392,43.0,1,1174
11393,237.0,1,643
11394,376.0,1,589
11395,3.0,1,25
11396,242.0,1,571
11397,171.0,1,1726
11398,245.0,1,27
11399,367.0,1,540
11400,269.0,2,2786
11401,251.0,2,2738
11402,259.0,2,2983
11403,246.0,2,2722
11404,268.0,1,70
11405,242.0,2,2983
11406,266.0,1,124
11407,237.0,2,3018
11408,235.0,2,2757
11409,236.0,2,2771
11410,237.0,2,2746
11411,218.0,2,2983
11412,219.0,2,2771
11413,231.0,2,3018
11414,36.0,1,23
11415,385.0,1,575
11416,386.0,1,615
11417,175.0,1,1765
11418,134.0,1,21
11419,172.0,1,1732
11420,126.0,1,60
11421,244.0,1,23
11422,236.0,1,59
11423,132.0,1,1736
11424,230.0,1,584
11425,296.0,1,75
11426,96.0,1,25
11427,216.0,1,554
11428,152.0,1,1701
11429,128.0,1,1739
11430,150.0,1,1778
11431,396.0,1,2639
11432,328.0,1,60
11433,388.0,1,578
11434,151.0,1,1765
11435,102.0,1,1736
11436,256.0,1,23
11437,378.0,1,608
11438,162.0,1,1739
11439,237.0,1,617
11440,94.0,1,1701
11441,224.0,1,554
11442,370.0,1,598
11443,93.0,1,1710
11444,240.0,1,554
11445,88.0,1,828
11446,369.0,1,2490
11447,133.0,1,1739
11448,81.0,1,793
11449,341.0,1,2480
11450,338.0,1,2515
11451,91.0,1,799
11452,132.0,1,1710
11453,152.0,1,1736
11454,73.0,1,40
11455,82.0,1,13
11456,354.0,1,29
11457,103.0,1,1728
11458,280.0,1,5
11459,221.0,1,563
11460,373.0,1,540
11461,109.0,1,1751
11462,106.0,1,1755
11463,354.0,1,554
11464,206.0,1,575
11465,276.0,1,2443
11466,282.0,1,2492
11467,212.0,1,549
11468,104.0,1,1732
11469,73.0,1,1701
11470,319.0,1,563
11471,87.0,1,1736
11472,189.0,1,561
11473,205.0,1,540
11474,312.0,1,608
11475,52.0,1,14
11476,293.0,1,99
11477,77.0,1,59
11478,330.0,1,575
11479,315.0,1,554
11480,312.0,1,600
11481,207.0,1,617
11482,333.0,1,564
11483,20.0,1,40
11484,55.0,1,110
11485,182.0,1,589
11486,99.0,1,23
11487,313.0,1,589
11488,180.0,1,589
11489,276.0,1,5
11490,47.0,1,30
11491,170.0,1,549
11492,354.0,1,5
11493,343.0,1,68
11494,4.0,1,5
11495,327.0,1,5
11496,177.0,1,608
11497,115.0,1,49
11498,241.0,1,59
11499,170.0,1,35
11500,154.0,1,23
11501,258.0,1,2481
11502,223.0,1,2566
11503,152.0,1,1736
11504,141.0,1,1775
11505,152.0,1,1736
11506,89.0,1,1736
11507,278.0,1,561
11508,218.0,1,49
11509,77.0,1,799
11510,80.0,1,804
11511,118.0,1,1764
11512,183.0,1,80
11513,169.0,1,30
11514,279.0,1,23
11515,14.0,1,59
11516,171.0,1,554
11517,229.0,1,5
11518,284.0,1,563
11519,74.0,1,1736
11520,89.0,1,921
11521,106.0,1,1775
11522,26.0,1,5
11523,293.0,1,540
11524,40.0,1,806
11525,238.0,1,2478
11526,284.0,1,575
11527,70.0,1,1732
11528,314.0,1,75
11529,173.0,1,40
11530,172.0,1,23
11531,126.0,1,5
11532,118.0,1,184
11533,56.0,1,5
11534,62.0,1,29
11535,40.0,1,25
11536,73.0,1,1751
11537,72.0,1,1775
11538,45.0,1,14
11539,4.0,1,21
11540,247.0,1,99
11541,279.0,1,29
11542,274.0,1,589
11543,96.0,1,23
11544,314.0,1,563
11545,358.0,1,127
11546,176.0,1,49
11547,160.0,1,30
11548,266.0,1,37
11549,26.0,1,37
11550,332.0,1,35
11551,164.0,1,29
11552,91.0,1,68
11553,214.0,1,21
11554,206.0,1,49
11555,323.0,1,5
11556,135.0,1,143
11557,199.0,1,60
11558,181.0,1,5
11559,247.0,1,5
11560,349.0,1,5
11561,280.0,1,94
11562,187.0,1,25
11563,320.0,1,30
11564,124.0,1,13
11565,118.0,1,59
11566,70.0,1,6
11567,63.0,1,1701
11568,233.0,1,23
11569,195.0,1,4
11570,315.0,1,49
11571,88.0,1,1736
11572,237.0,2,2835
11573,213.0,2,2997
11574,233.0,2,2722
11575,239.0,1,70
11576,232.0,2,3018
11577,231.0,2,2722
11578,213.0,2,2743
11579,225.0,2,2736
11580,240.0,2,2731
11581,239.0,2,3051
11582,238.0,2,2749
11583,199.0,2,2757
11584,199.0,2,2821
11585,216.0,1,34
11586,245.0,1,554
11587,63.0,1,1739
11588,272.0,1,549
11589,203.0,1,49
11590,154.0,1,5
11591,260.0,1,584
11592,250.0,1,567
11593,73.0,1,1755
11594,155.0,1,554
11595,85.0,1,1710
11596,206.0,1,2520
11597,88.0,1,1751
11598,257.0,1,615
11599,247.0,1,598
11600,78.0,1,1701
11601,43.0,1,1736
11602,159.0,1,565
11603,52.0,1,1755
11604,154.0,1,561
11605,47.0,1,1736
11606,47.0,1,1751
11607,267.0,1,589
11608,229.0,1,609
11609,42.0,1,1745
11610,235.0,1,609
11611,238.0,1,575
11612,65.0,1,1775
11613,174.0,1,562
11614,383.0,1,1183
11615,375.0,1,1155
11616,223.0,1,540
11617,61.0,1,1736
11618,43.0,1,806
11619,53.0,1,1701
11620,47.0,1,819
11621,353.0,1,574
11622,282.0,1,590
11623,154.0,1,59
11624,214.0,1,554
11625,26.0,1,34
11626,337.0,1,78
11627,174.0,1,565
11628,217.0,1,589
11629,238.0,1,563
11630,236.0,1,60
11631,374.0,1,1164
11632,387.0,1,1149
11633,173.0,1,2492
11634,265.0,1,565
11635,36.0,1,1775
11636,49.0,1,1728
11637,36.0,1,1701
11638,54.0,1,1715
11639,230.0,1,549
11640,342.0,1,1155
11641,349.0,1,1149
11642,132.0,1,589
11643,348.0,1,1198
11644,340.0,1,1120
11645,219.0,1,604
11646,135.0,1,554
11647,346.0,1,1155
11648,152.0,1,2563
11649,144.0,1,2476
11650,130.0,1,589
11651,235.0,1,575
11652,128.0,1,575
11653,224.0,1,554
11654,351.0,1,1188
11655,134.0,1,563
11656,196.0,1,565
11657,312.0,1,1169
11658,142.0,1,40
11659,83.0,1,29
11660,80.0,1,39
11661,15.0,1,4
11662,89.0,1,69
11663,69.0,1,5
11664,126.0,1,575
11665,112.0,1,2511
11666,257.0,1,587
11667,226.0,1,575
11668,390.0,1,1170
11669,377.0,1,1174
11670,374.0,1,1120
11671,320.0,1,40
11672,329.0,1,1155
11673,211.0,1,29
11674,136.0,1,609
11675,210.0,1,575
11676,135.0,1,629
11677,339.0,1,29
11678,77.0,1,13
11679,196.0,1,654
11680,150.0,1,612
11681,71.0,1,621
11682,232.0,1,132
11683,11.0,1,29
11684,255.0,1,58
11685,62.0,1,549
11686,187.0,1,600
11687,323.0,1,1243
11688,395.0,1,1155
11689,187.0,1,39
11690,105.0,1,549
11691,95.0,1,2524
11692,103.0,1,2457
11693,74.0,1,2481
11694,360.0,1,1755
11695,205.0,1,575
11696,324.0,1,1174
11697,74.0,1,69
11698,328.0,1,84
11699,290.0,1,69
11700,66.0,1,163
11701,194.0,1,6
11702,208.0,1,58
11703,76.0,1,29
11704,21.0,1,69
11705,227.0,1,42
11706,351.0,1,39
11707,12.0,1,67
11708,170.0,1,63
11709,140.0,1,89
11710,137.0,1,29
11711,285.0,1,4
11712,195.0,1,589
11713,100.0,1,575
11714,34.0,2,4148
11715,217.0,1,72
11716,257.0,1,86
11717,195.0,1,554
11718,203.0,1,575
11719,184.0,1,600
11720,194.0,1,567
11721,33.0,1,30
11722,174.0,1,37
11723,192.0,1,563
11724,121.0,1,70
11725,184.0,1,70
11726,178.0,1,39
11727,31.0,1,30
11728,297.0,1,35
11729,338.0,1,150
11730,297.0,1,70
