customer_key,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score
7906,39.0,1,2416,5,1,4,5.014
7907,395.0,2,4217,1,5,5,1.055
7908,378.0,2,4167,1,5,5,1.055
7909,323.0,2,6090,1,5,5,1.055
7910,305.0,2,6035,1,5,5,1.055
7911,78.0,1,60,4,1,2,4.012
7912,67.0,1,64,5,1,2,5.012
7913,235.0,1,70,2,1,2,2.012
7914,115.0,1,79,4,1,2,4.012
7915,47.0,1,1726,5,1,4,5.014
7916,179.0,1,94,3,1,3,3.013
7917,146.0,1,659,3,1,3,3.013
7918,130.0,1,608,4,1,3,4.013
7919,163.0,1,79,3,1,2,3.012
7920,316.0,2,301,1,5,3,1.053
7921,10.0,1,129,5,1,3,5.013
7922,183.0,1,94,3,1,3,3.013
7923,61.0,1,2327,5,1,4,5.014
7924,307.0,1,804,1,1,3,1.013
7925,237.0,1,839,2,1,3,2.013
7926,130.0,2,82,4,5,2,4.052
7927,2.0,2,244,5,5,3,5.053
7928,164.0,2,89,3,5,2,3.052
7929,279.0,2,6094,2,5,5,2.055
7930,288.0,2,6029,1,5,5,1.055
7931,281.0,2,6035,2,5,5,2.055
7932,287.0,2,6060,2,5,5,2.055
7933,258.0,2,59,2,5,2,2.052
7934,172.0,1,60,3,1,2,3.012
7935,132.0,1,124,4,1,3,4.013
7936,361.0,1,70,1,1,2,1.012
7937,239.0,1,839,2,1,3,2.013
7938,58.0,1,70,5,1,2,5.012
7939,102.0,1,70,4,1,2,4.012
7940,6.0,1,70,5,1,2,5.012
7941,82.0,1,79,4,1,2,4.012
7942,34.0,1,124,5,1,3,5.013
7943,197.0,1,889,3,1,3,3.013
7944,154.0,1,903,3,1,3,3.013
7945,40.0,2,147,5,5,3,5.053
7946,31.0,1,79,5,1,2,5.012
7947,169.0,1,70,3,1,2,3.012
7948,181.0,1,804,3,1,3,3.013
7949,161.0,1,806,3,1,3,3.013
7950,162.0,1,801,3,1,3,3.013
7951,83.0,1,2352,4,1,4,4.014
7952,62.0,1,2335,5,1,4,5.014
7953,15.0,1,79,5,1,2,5.012
7954,135.0,1,777,3,1,3,3.013
7955,68.0,1,893,5,1,3,5.013
7956,60.0,1,1755,5,1,4,5.014
7957,38.0,1,848,5,1,3,5.013
7958,369.0,1,589,1,1,3,1.013
7959,388.0,1,565,1,1,3,1.013
7960,86.0,1,2341,4,1,4,4.014
7961,362.0,1,619,1,1,3,1.013
7962,73.0,1,2370,4,1,4,4.014
7963,359.0,1,567,1,1,3,1.013
7964,343.0,1,590,1,1,3,1.013
7965,283.0,1,70,2,1,2,2.012
7966,9.0,1,124,5,1,3,5.013
7967,326.0,1,79,1,1,2,1.012
7968,353.0,1,133,1,1,3,1.013
7969,63.0,2,151,5,5,3,5.053
7970,15.0,1,70,5,1,2,5.012
7971,72.0,1,134,5,1,3,5.013
7972,72.0,1,2352,5,1,4,5.014
7973,87.0,1,2370,4,1,4,4.014
7974,340.0,1,567,1,1,3,1.013
7975,337.0,1,586,1,1,3,1.013
7976,236.0,1,90,2,1,2,2.012
7977,59.0,1,1751,5,1,4,5.014
7978,53.0,1,129,5,1,3,5.013
7979,138.0,2,118,3,5,3,3.053
7980,50.0,1,1750,5,1,4,5.014
7981,53.0,1,1751,5,1,4,5.014
7982,175.0,1,79,3,1,2,3.012
7983,57.0,1,1784,5,1,4,5.014
7984,225.0,1,94,2,1,3,2.013
7985,311.0,1,94,1,1,3,1.013
7986,67.0,1,94,5,1,3,5.013
7987,352.0,1,57,1,1,2,1.012
7988,363.0,1,120,1,1,3,1.013
7989,88.0,1,70,4,1,2,4.012
7990,151.0,1,134,3,1,3,3.013
7991,349.0,1,562,1,1,3,1.013
7992,58.0,1,70,5,1,2,5.012
7993,229.0,1,120,2,1,3,2.013
7994,51.0,1,129,5,1,3,5.013
7995,83.0,1,124,4,1,3,4.013
7996,96.0,1,120,4,1,3,4.013
7997,32.0,1,70,5,1,2,5.012
7998,150.0,1,70,3,1,2,3.012
7999,53.0,1,1785,5,1,4,5.014
8000,47.0,1,1755,5,1,4,5.014
8001,12.0,2,54,5,5,2,5.052
8002,177.0,2,92,3,5,2,3.052
8003,49.0,1,1730,5,1,4,5.014
8004,37.0,1,1765,5,1,4,5.014
8005,32.0,1,1765,5,1,4,5.014
8006,340.0,1,94,1,1,3,1.013
8007,40.0,1,70,5,1,2,5.012
8008,146.0,1,70,3,1,2,3.012
8009,55.0,1,1760,5,1,4,5.014
8010,16.0,1,79,5,1,2,5.012
8011,346.0,1,79,1,1,2,1.012
8012,199.0,1,79,3,1,2,3.012
8013,170.0,1,120,3,1,3,3.013
8014,309.0,1,636,1,1,3,1.013
8015,194.0,2,66,3,5,2,3.052
8016,263.0,2,125,2,5,3,2.053
8017,45.0,1,1751,5,1,4,5.014
8018,84.0,1,70,4,1,2,4.012
8019,208.0,1,134,2,1,3,2.013
8020,284.0,1,79,2,1,2,2.012
8021,153.0,1,124,3,1,3,3.013
8022,316.0,1,615,1,1,3,1.013
8023,119.0,1,70,4,1,2,4.012
8024,326.0,1,580,1,1,3,1.013
8025,309.0,1,700,1,1,3,1.013
8026,320.0,1,120,1,1,3,1.013
8027,69.0,2,113,5,5,3,5.053
8028,118.0,2,3029,4,5,4,4.054
8029,107.0,2,3063,4,5,4,4.054
8030,140.0,2,3339,3,5,5,3.055
8031,130.0,2,3310,4,5,5,4.055
8032,48.0,3,7226,5,5,5,5.055
8033,46.0,3,6939,5,5,5,5.055
8034,95.0,2,3139,4,5,4,4.054
8035,129.0,2,3322,4,5,5,4.055
8036,99.0,2,3320,4,5,5,4.055
8037,110.0,2,4763,4,5,5,4.055
8038,116.0,2,4858,4,5,5,4.055
8039,118.0,2,3318,4,5,5,4.055
8040,196.0,1,7,3,1,1,3.011
8041,120.0,2,3310,4,5,5,4.055
8042,110.0,2,3089,4,5,4,4.054
8043,159.0,1,65,3,1,2,3.012
8044,8.0,1,25,5,1,1,5.011
8045,79.0,1,30,4,1,1,4.011
8046,246.0,1,49,2,1,2,2.012
8047,103.0,2,3320,4,5,5,4.055
8048,298.0,1,72,1,1,2,1.012
8049,71.0,2,4765,5,5,5,5.055
8050,88.0,2,4838,4,5,5,4.055
8051,115.0,1,57,4,1,2,4.012
8052,99.0,2,3105,4,5,4,4.054
8053,93.0,2,3140,4,5,4,4.054
8054,46.0,1,25,5,1,1,5.011
8055,50.0,1,22,5,1,1,5.011
8056,49.0,1,46,5,1,2,5.012
8057,344.0,1,38,1,1,1,1.011
8058,114.0,2,3322,4,5,5,4.055
8059,71.0,2,4525,5,5,5,5.055
8060,14.0,1,86,5,1,2,5.012
8061,321.0,1,30,1,1,1,1.011
8062,172.0,1,65,3,1,2,3.012
8063,186.0,1,80,3,1,2,3.012
8064,10.0,1,65,5,1,2,5.012
8065,309.0,1,32,1,1,1,1.011
8066,118.0,2,3295,4,5,5,4.055
8067,119.0,1,85,4,1,2,4.012
8068,116.0,2,3381,4,5,5,4.055
8069,176.0,1,65,3,1,2,3.012
8070,106.0,2,3113,4,5,4,4.054
8071,73.0,2,4748,4,5,5,4.055
8072,270.0,1,116,2,1,3,2.013
8073,0.0,1,49,5,1,2,5.012
8074,62.0,2,4760,5,5,5,5.055
8075,127.0,1,30,4,1,1,4.011
8076,276.0,1,65,2,1,2,2.012
8077,107.0,2,3178,4,5,4,4.054
8078,228.0,1,40,2,1,1,2.011
8079,312.0,1,32,1,1,1,1.011
8080,172.0,1,25,3,1,1,3.011
8081,355.0,1,30,1,1,1,1.011
8082,83.0,1,32,4,1,1,4.011
8083,208.0,1,40,2,1,1,2.011
8084,292.0,2,6021,1,5,5,1.055
8085,297.0,2,6093,1,5,5,1.055
8086,171.0,2,78,3,5,2,3.052
8087,5.0,2,78,5,5,2,5.052
8088,356.0,2,47,1,5,2,1.052
8089,84.0,2,24,4,5,1,4.051
8090,280.0,2,6093,2,5,5,2.055
8091,75.0,2,59,4,5,2,4.052
8092,27.0,2,24,5,5,1,5.051
8093,73.0,2,78,4,5,2,4.052
8094,303.0,2,6035,1,5,5,1.055
8095,300.0,2,6021,1,5,5,1.055
8096,294.0,2,6056,1,5,5,1.055
8097,278.0,2,6090,2,5,5,2.055
8098,129.0,2,24,4,5,1,4.051
8099,47.0,2,122,5,5,3,5.053
8100,285.0,2,6038,2,5,5,2.055
8101,33.0,2,79,5,5,2,5.052
8102,109.0,2,104,4,5,3,4.053
8103,275.0,2,6029,2,5,5,2.055
8104,154.0,2,64,3,5,2,3.052
8105,8.0,2,100,5,5,3,5.053
8106,277.0,2,6056,2,5,5,2.055
8107,261.0,2,65,2,5,2,2.052
8108,263.0,1,70,2,1,2,2.012
8109,51.0,1,1701,5,1,4,5.014
8110,44.0,1,1728,5,1,4,5.014
8111,332.0,1,605,1,1,3,1.013
8112,297.0,1,610,1,1,3,1.013
8113,32.0,1,1765,5,1,4,5.014
8114,220.0,1,1184,2,1,4,2.014
8115,35.0,1,1736,5,1,4,5.014
8116,83.0,1,148,4,1,3,4.013
8117,240.0,1,1183,2,1,4,2.014
8118,41.0,1,1751,5,1,4,5.014
8119,237.0,1,1120,2,1,3,2.013
8120,45.0,1,1765,5,1,4,5.014
8121,47.0,1,1730,5,1,4,5.014
8122,300.0,1,657,1,1,3,1.013
8123,300.0,1,589,1,1,3,1.013
8124,213.0,1,1170,2,1,4,2.014
8125,35.0,1,1755,5,1,4,5.014
8126,58.0,1,1736,5,1,4,5.014
8127,124.0,1,70,4,1,2,4.012
8128,286.0,1,580,2,1,3,2.013
8129,290.0,1,643,1,1,3,1.013
8130,300.0,1,639,1,1,3,1.013
8131,269.0,1,665,2,1,3,2.013
8132,47.0,1,1725,5,1,4,5.014
8133,39.0,1,70,5,1,2,5.012
8134,48.0,1,1701,5,1,4,5.014
8135,157.0,1,70,3,1,2,3.012
8136,297.0,1,70,1,1,2,1.012
8137,270.0,1,79,2,1,2,2.012
8138,47.0,1,1736,5,1,4,5.014
8139,59.0,1,70,5,1,2,5.012
8140,252.0,1,70,2,1,2,2.012
8141,263.0,1,565,2,1,3,2.013
8142,271.0,1,580,2,1,3,2.013
8143,256.0,1,619,2,1,3,2.013
8144,252.0,1,605,2,1,3,2.013
8145,252.0,1,615,2,1,3,2.013
8146,130.0,1,134,4,1,3,4.013
8147,34.0,1,1765,5,1,4,5.014
8148,119.0,2,133,4,5,3,4.053
8149,45.0,1,1751,5,1,4,5.014
8150,204.0,1,124,3,1,3,3.013
8151,21.0,2,66,5,5,2,5.052
8152,122.0,1,70,4,1,2,4.012
8153,296.0,1,79,1,1,2,1.012
8154,240.0,1,70,2,1,2,2.012
8155,38.0,1,70,5,1,2,5.012
8156,268.0,1,79,2,1,2,2.012
8157,51.0,1,1728,5,1,4,5.014
8158,33.0,1,1701,5,1,4,5.014
8159,47.0,1,1736,5,1,4,5.014
8160,380.0,1,1120,1,1,3,1.013
8161,374.0,1,1183,1,1,4,1.014
8162,272.0,1,585,2,1,3,2.013
8163,273.0,1,564,2,1,3,2.013
8164,249.0,1,540,2,1,3,2.013
8165,256.0,1,630,2,1,3,2.013
8166,244.0,1,634,2,1,3,2.013
8167,137.0,1,70,3,1,2,3.012
8168,392.0,1,1120,1,1,3,1.013
8169,359.0,1,120,1,1,3,1.013
8170,368.0,1,1170,1,1,4,1.014
8171,377.0,1,1151,1,1,3,1.013
8172,382.0,1,1174,1,1,4,1.014
8173,236.0,2,1609,2,5,4,2.054
8174,191.0,2,1594,3,5,4,3.054
8175,68.0,2,2484,5,5,4,5.054
8176,195.0,1,25,3,1,1,3.011
8177,62.0,1,64,5,1,2,5.012
8178,342.0,1,39,1,1,1,1.011
8179,283.0,1,25,2,1,1,2.011
8180,83.0,1,13,4,1,1,4.011
8181,115.0,1,40,4,1,1,4.011
8182,72.0,2,2519,5,5,4,5.054
8183,313.0,1,40,1,1,1,1.011
8184,143.0,1,49,3,1,2,3.012
8185,295.0,1,25,1,1,1,1.011
8186,347.0,1,59,1,1,2,1.012
8187,92.0,2,1562,4,5,4,4.054
8188,105.0,1,147,4,1,3,4.013
8189,69.0,2,2732,5,5,4,5.054
8190,248.0,1,29,2,1,1,2.011
8191,143.0,1,27,3,1,1,3.011
8192,234.0,1,75,2,1,2,2.012
8193,129.0,2,1682,4,5,4,4.054
8194,107.0,2,1609,4,5,4,4.054
8195,228.0,2,1589,2,5,4,2.054
8196,94.0,2,1637,4,5,4,4.054
8197,80.0,3,4657,4,5,5,4.055
8198,74.0,3,4609,4,5,5,4.055
8199,377.0,1,1155,1,1,3,1.013
8200,369.0,1,1134,1,1,3,1.013
8201,30.0,2,109,5,5,3,5.053
8202,366.0,1,1120,1,1,3,1.013
8203,378.0,1,1170,1,1,4,1.014
8204,132.0,1,540,4,1,3,4.013
8205,105.0,1,540,4,1,3,4.013
8206,45.0,1,1250,5,1,4,5.014
8207,111.0,1,554,4,1,3,4.013
8208,256.0,1,791,2,1,3,2.013
8209,203.0,1,99,3,1,3,3.013
8210,96.0,1,575,4,1,3,4.013
8211,42.0,1,5,5,1,1,5.011
8212,369.0,1,1120,1,1,3,1.013
8213,381.0,1,1174,1,1,4,1.014
8214,374.0,1,1155,1,1,3,1.013
8215,326.0,1,5,1,1,1,1.011
8216,94.0,1,124,4,1,3,4.013
8217,274.0,1,55,2,1,2,2.012
8218,61.0,3,185,5,5,3,5.053
8219,323.0,1,133,1,1,3,1.013
8220,281.0,1,79,2,1,2,2.012
8221,15.0,3,97,5,5,3,5.053
8222,71.0,1,60,5,1,2,5.012
8223,47.0,1,55,5,1,2,5.012
8224,28.0,3,84,5,5,2,5.052
8225,88.0,3,352,4,5,3,4.053
8226,393.0,1,1219,1,1,4,1.014
8227,5.0,1,120,5,1,3,5.013
8228,321.0,1,70,1,1,2,1.012
8229,130.0,1,124,4,1,3,4.013
8230,93.0,1,124,4,1,3,4.013
8231,38.0,1,79,5,1,2,5.012
8232,214.0,1,70,2,1,2,2.012
8233,89.0,2,61,4,5,2,4.052
8234,294.0,1,70,1,1,2,1.012
8235,48.0,1,120,5,1,3,5.013
8236,106.0,1,120,4,1,3,4.013
8237,40.0,1,120,5,1,3,5.013
8238,58.0,1,70,5,1,2,5.012
8239,260.0,1,70,2,1,2,2.012
8240,39.0,1,79,5,1,2,5.012
8241,372.0,1,1155,1,1,3,1.013
8242,347.0,1,148,1,1,3,1.013
8243,275.0,1,70,2,1,2,2.012
8244,238.0,1,70,2,1,2,2.012
8245,271.0,1,134,2,1,3,2.013
8246,206.0,1,120,2,1,3,2.013
8247,202.0,1,70,3,1,2,3.012
8248,349.0,1,25,1,1,1,1.011
8249,181.0,1,147,3,1,3,3.013
8250,152.0,1,64,3,1,2,3.012
8251,178.0,1,31,3,1,1,3.011
8252,175.0,1,27,3,1,1,3.011
8253,304.0,1,95,1,1,3,1.013
8254,100.0,2,1540,4,5,4,4.054
8255,65.0,2,2701,5,5,4,5.054
8256,78.0,2,2484,4,5,4,4.054
8257,73.0,2,2519,4,5,4,4.054
8258,91.0,2,2739,4,5,4,4.054
8259,81.0,2,1574,4,5,4,4.054
8260,280.0,1,29,2,1,1,2.011
8261,71.0,2,1592,5,5,4,5.054
8262,139.0,1,83,3,1,2,3.012
8263,350.0,1,25,1,1,1,1.011
8264,73.0,2,1587,4,5,4,4.054
8265,367.0,2,4132,1,5,5,1.055
8266,64.0,1,42,5,1,2,5.012
8267,248.0,1,42,2,1,2,2.012
8268,44.0,1,42,5,1,2,5.012
8269,13.0,1,40,5,1,1,5.011
8270,369.0,2,4118,1,5,5,1.055
8271,385.0,2,4127,1,5,5,1.055
8272,373.0,2,4153,1,5,5,1.055
8273,213.0,1,14,2,1,1,2.011
8274,183.0,1,40,3,1,1,3.011
8275,70.0,2,2701,5,5,4,5.054
8276,308.0,1,14,1,1,1,1.011
8277,33.0,2,2548,5,5,4,5.054
8278,352.0,1,40,1,1,1,1.011
8279,86.0,2,1575,4,5,4,4.054
8280,146.0,1,64,3,1,2,3.012
8281,47.0,2,2538,5,5,4,5.054
8282,150.0,1,68,3,1,2,3.012
8283,46.0,2,2521,5,5,4,5.054
8284,67.0,2,2764,5,5,4,5.054
8285,91.0,2,2736,4,5,4,4.054
8286,72.0,2,2751,5,5,4,5.054
8287,78.0,2,2755,4,5,4,4.054
8288,34.0,2,2509,5,5,4,5.054
8289,85.0,2,2736,4,5,4,4.054
8290,82.0,2,2765,4,5,4,4.054
8291,62.0,2,1605,5,5,4,5.054
8292,324.0,1,29,1,1,1,1.011
8293,42.0,2,2519,5,5,4,5.054
8294,55.0,2,2534,5,5,4,5.054
8295,50.0,2,2820,5,5,4,5.054
8296,52.0,2,2484,5,5,4,5.054
8297,36.0,2,2548,5,5,4,5.054
8298,35.0,2,2543,5,5,4,5.054
8299,82.0,3,4535,4,5,5,4.055
8300,109.0,2,1587,4,5,4,4.054
8301,140.0,1,37,3,1,1,3.011
8302,43.0,2,1590,5,5,4,5.054
8303,50.0,2,1577,5,5,4,5.054
8304,17.0,1,40,5,1,1,5.011
8305,14.0,1,84,5,1,2,5.012
8306,47.0,2,1622,5,5,4,5.054
8307,199.0,1,29,3,1,1,3.011
8308,93.0,1,149,4,1,3,4.013
8309,46.0,2,1549,5,5,4,5.054
8310,43.0,2,2519,5,5,4,5.054
8311,237.0,2,1611,2,5,4,2.054
8312,61.0,3,4640,5,5,5,5.055
8313,84.0,2,1564,4,5,4,4.054
8314,38.0,2,2533,5,5,4,5.054
8315,38.0,2,2730,5,5,4,5.054
8316,57.0,2,2538,5,5,4,5.054
8317,60.0,2,2701,5,5,4,5.054
8318,287.0,1,5,2,1,1,2.011
8319,47.0,2,2538,5,5,4,5.054
8320,37.0,2,2562,5,5,4,5.054
8321,388.0,2,1981,1,5,4,1.054
8322,58.0,2,2736,5,5,4,5.054
8323,50.0,2,1565,5,5,4,5.054
8324,184.0,2,1584,3,5,4,3.054
8325,201.0,2,1602,3,5,4,3.054
8326,75.0,3,4245,4,5,5,4.055
8327,369.0,2,1903,1,5,4,1.054
8328,353.0,1,5,1,1,1,1.011
8329,289.0,1,27,1,1,1,1.011
8330,60.0,2,2459,5,5,4,5.054
8331,149.0,1,31,3,1,1,3.011
8332,31.0,1,29,5,1,1,5.011
8333,321.0,1,83,1,1,2,1.012
8334,62.0,1,35,5,1,1,5.011
8335,322.0,1,64,1,1,2,1.012
8336,387.0,2,1957,1,5,4,1.054
8337,348.0,2,1957,1,5,4,1.054
8338,44.0,2,1575,5,5,4,5.054
8339,165.0,2,1583,3,5,4,3.054
8340,75.0,3,4316,4,5,5,4.055
8341,51.0,3,4314,5,5,5,5.055
8342,390.0,2,3498,1,5,5,1.055
8343,267.0,1,31,2,1,1,2.011
8344,337.0,2,1952,1,5,4,1.054
8345,365.0,1,186,1,1,3,1.013
8346,303.0,1,70,1,1,2,1.012
8347,360.0,1,21,1,1,1,1.011
8348,17.0,1,27,5,1,1,5.011
8349,335.0,1,21,1,1,1,1.011
8350,142.0,1,70,3,1,2,3.012
8351,283.0,1,23,2,1,1,2.011
8352,281.0,1,5,2,1,1,2.011
8353,282.0,1,14,2,1,1,2.011
8354,45.0,2,2400,5,5,4,5.054
8355,59.0,1,37,5,1,1,5.011
8356,156.0,1,25,3,1,1,3.011
8357,32.0,1,79,5,1,2,5.012
8358,52.0,2,2478,5,5,4,5.054
8359,140.0,1,14,3,1,1,3.011
8360,386.0,2,3478,1,5,5,1.055
8361,392.0,2,3511,1,5,5,1.055
8362,368.0,2,3478,1,5,5,1.055
8363,374.0,2,3443,1,5,5,1.055
8364,257.0,1,5,2,1,1,2.011
8365,58.0,3,4313,5,5,5,5.055
8366,38.0,3,4322,5,5,5,5.055
8367,137.0,2,1617,3,5,4,3.054
8368,37.0,1,59,5,1,2,5.012
8369,75.0,1,32,4,1,1,4.011
8370,303.0,1,64,1,1,2,1.012
8371,158.0,1,5,3,1,1,3.011
8372,89.0,1,32,4,1,1,4.011
8373,156.0,1,29,3,1,1,3.011
8374,207.0,1,90,2,1,2,2.012
8375,113.0,1,29,4,1,1,4.011
8376,287.0,1,121,2,1,3,2.013
8377,67.0,1,29,5,1,1,5.011
8378,8.0,1,116,5,1,3,5.013
8379,36.0,1,25,5,1,1,5.011
8380,103.0,1,103,4,1,3,4.013
8381,345.0,2,1934,1,5,4,1.054
8382,348.0,2,1953,1,5,4,1.054
8383,373.0,2,3443,1,5,5,1.055
8384,328.0,1,120,1,1,3,1.013
8385,38.0,1,32,5,1,1,5.011
8386,58.0,1,117,5,1,3,5.013
8387,324.0,2,1938,1,5,4,1.054
8388,40.0,2,2464,5,5,4,5.054
8389,286.0,1,45,2,1,2,2.012
8390,252.0,1,138,2,1,3,2.013
8391,179.0,1,5,3,1,1,3.011
8392,126.0,1,43,4,1,2,4.012
8393,346.0,1,27,1,1,1,1.011
8394,386.0,1,1134,1,1,3,1.013
8395,230.0,1,1155,2,1,3,2.013
8396,338.0,1,1155,1,1,3,1.013
8397,335.0,1,1169,1,1,4,1.014
8398,143.0,1,79,3,1,2,3.012
8399,80.0,1,70,4,1,2,4.012
8400,231.0,2,151,2,5,3,2.053
8401,226.0,1,1179,2,1,4,2.014
8402,340.0,1,1170,1,1,4,1.014
8403,352.0,1,1254,1,1,4,1.014
8404,363.0,1,1155,1,1,3,1.013
8405,34.0,1,5,5,1,1,5.011
8406,353.0,1,1170,1,1,4,1.014
8407,336.0,1,1188,1,1,4,1.014
8408,340.0,1,1155,1,1,3,1.013
8409,342.0,1,1129,1,1,3,1.013
8410,354.0,1,1183,1,1,4,1.014
8411,337.0,1,1120,1,1,3,1.013
8412,20.0,2,70,5,5,2,5.052
8413,254.0,1,619,2,1,3,2.013
8414,365.0,1,1145,1,1,3,1.013
8415,241.0,1,1145,2,1,3,2.013
8416,35.0,2,2435,5,5,4,5.054
8417,383.0,2,3476,1,5,5,1.055
8418,389.0,2,1854,1,5,4,1.054
8419,390.0,2,3476,1,5,5,1.055
8420,114.0,2,1602,4,5,4,4.054
8421,53.0,3,4315,5,5,5,5.055
8422,323.0,2,1930,1,5,4,1.054
8423,369.0,2,1819,1,5,4,1.054
8424,322.0,2,1938,1,5,4,1.054
8425,373.0,2,3511,1,5,5,1.055
8426,234.0,1,31,2,1,1,2.011
8427,293.0,2,1938,1,5,4,1.054
8428,229.0,2,1967,2,5,4,2.054
8429,384.0,2,1878,1,5,4,1.054
8430,337.0,2,1854,1,5,4,1.054
8431,67.0,1,64,5,1,2,5.012
8432,128.0,1,5,4,1,1,4.011
8433,347.0,2,1869,1,5,4,1.054
8434,377.0,2,3478,1,5,5,1.055
8435,217.0,2,1934,2,5,4,2.054
8436,366.0,2,3457,1,5,5,1.055
8437,239.0,2,1942,2,5,4,2.054
8438,383.0,2,3480,1,5,5,1.055
8439,57.0,3,4338,5,5,5,5.055
8440,57.0,3,4350,5,5,5,5.055
8441,341.0,2,3492,1,5,5,1.055
8442,89.0,2,1567,4,5,4,4.054
8443,63.0,2,1602,5,5,4,5.054
8444,356.0,2,1863,1,5,4,1.054
8445,108.0,1,59,4,1,2,4.012
8446,93.0,1,64,4,1,2,4.012
8447,47.0,2,1560,5,5,4,5.054
8448,57.0,2,1587,5,5,4,5.054
8449,347.0,2,3544,1,5,5,1.055
8450,215.0,1,45,2,1,2,2.012
8451,341.0,2,1887,1,5,4,1.054
8452,350.0,2,1869,1,5,4,1.054
8453,39.0,2,1611,5,5,4,5.054
8454,45.0,3,4268,5,5,5,5.055
8455,33.0,3,4364,5,5,5,5.055
8456,353.0,2,3478,1,5,5,1.055
8457,39.0,1,37,5,1,1,5.011
8458,46.0,1,93,5,1,3,5.013
8459,229.0,2,1957,2,5,4,2.054
8460,348.0,2,3478,1,5,5,1.055
8461,326.0,1,29,1,1,1,1.011
8462,142.0,1,25,3,1,1,3.011
8463,324.0,1,29,1,1,1,1.011
8464,325.0,1,5,1,1,1,1.011
8465,103.0,1,59,4,1,2,4.012
8466,254.0,1,5,2,1,1,2.011
8467,253.0,1,64,2,1,2,2.012
8468,329.0,2,3485,1,5,5,1.055
8469,66.0,1,6,5,1,1,5.011
8470,20.0,1,39,5,1,1,5.011
8471,149.0,1,75,3,1,2,3.012
8472,322.0,2,3478,1,5,5,1.055
8473,323.0,2,1854,1,5,4,1.054
8474,241.0,2,1917,2,5,4,2.054
8475,52.0,2,1589,5,5,4,5.054
8476,376.0,2,1395,1,5,4,1.054
8477,50.0,3,4347,5,5,5,5.055
8478,363.0,2,3533,1,5,5,1.055
8479,119.0,1,23,4,1,1,4.011
8480,332.0,2,3443,1,5,5,1.055
8481,221.0,2,1934,2,5,4,2.054
8482,146.0,1,4,3,1,1,3.011
8483,319.0,2,1854,1,5,4,1.054
8484,155.0,1,34,3,1,1,3.011
8485,72.0,1,39,5,1,1,5.011
8486,50.0,1,6,5,1,1,5.011
8487,12.0,1,119,5,1,3,5.013
8488,146.0,1,6,3,1,1,3.011
8489,103.0,1,48,4,1,2,4.012
8490,152.0,1,39,3,1,1,3.011
8491,299.0,1,63,1,1,2,1.012
8492,9.0,1,6,5,1,1,5.011
8493,178.0,1,6,3,1,1,3.011
8494,358.0,2,3515,1,5,5,1.055
8495,106.0,1,6,4,1,1,4.011
8496,220.0,1,39,2,1,1,2.011
8497,313.0,2,1854,1,5,4,1.054
8498,164.0,1,29,3,1,1,3.011
8499,214.0,1,31,2,1,1,2.011
8500,359.0,2,3492,1,5,5,1.055
8501,311.0,2,3478,1,5,5,1.055
8502,308.0,2,1819,1,5,4,1.054
8503,326.0,2,3565,1,5,5,1.055
8504,333.0,2,1392,1,5,4,1.054
8505,278.0,2,1383,2,5,4,2.054
8506,225.0,1,53,2,1,2,2.012
8507,247.0,2,3480,2,5,5,2.055
8508,200.0,1,6,3,1,1,3.011
8509,143.0,1,6,3,1,1,3.011
8510,87.0,1,44,4,1,2,4.012
8511,262.0,2,3451,2,5,5,2.055
8512,259.0,2,3524,2,5,5,2.055
8513,293.0,1,86,1,1,2,1.012
8514,164.0,1,25,3,1,1,3.011
8515,189.0,1,79,3,1,2,3.012
8516,306.0,1,6,1,1,1,1.011
8517,310.0,1,4,1,1,1,1.011
8518,229.0,2,1938,2,5,4,2.054
8519,277.0,2,1893,2,5,4,2.054
8520,240.0,1,39,2,1,1,2.011
8521,321.0,1,88,1,1,2,1.012
8522,348.0,1,54,1,1,2,1.012
8523,257.0,1,64,2,1,2,2.012
8524,256.0,1,31,2,1,1,2.011
8525,217.0,1,23,2,1,1,2.011
8526,25.0,2,80,5,5,2,5.052
8527,239.0,1,1179,2,1,4,2.014
8528,214.0,1,1219,2,1,4,2.014
8529,172.0,1,79,3,1,2,3.012
8530,352.0,1,1169,1,1,4,1.014
8531,337.0,1,1120,1,1,3,1.013
8532,354.0,1,1179,1,1,4,1.014
8533,362.0,1,1205,1,1,4,1.014
8534,345.0,1,1155,1,1,3,1.013
8535,355.0,1,1179,1,1,4,1.014
8536,347.0,1,1170,1,1,4,1.014
8537,224.0,1,1120,2,1,3,2.013
8538,314.0,1,1155,1,1,3,1.013
8539,326.0,1,1155,1,1,3,1.013
8540,322.0,1,1120,1,1,3,1.013
8541,88.0,1,70,4,1,2,4.012
8542,78.0,2,131,4,5,3,4.053
8543,232.0,1,580,2,1,3,2.013
8544,272.0,1,134,2,1,3,2.013
8545,348.0,1,133,1,1,3,1.013
8546,325.0,1,1179,1,1,4,1.014
8547,228.0,1,1174,2,1,4,2.014
8548,315.0,1,1179,1,1,4,1.014
8549,322.0,1,1183,1,1,4,1.014
8550,316.0,1,1183,1,1,4,1.014
8551,324.0,1,1269,1,1,4,1.014
8552,123.0,1,70,4,1,2,4.012
8553,322.0,1,70,1,1,2,1.012
8554,228.0,1,32,2,1,1,2.011
8555,126.0,1,87,4,1,2,4.012
