customer_key,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
9247,212.0,2,6035,2,5,5,255,At Risk
9248,187.0,2,6056,3,5,5,355,Loyal Customers
9249,33.0,1,70,5,2,2,522,Potential Loyalists
9250,188.0,2,5333,3,5,5,355,Loyal Customers
9251,285.0,1,37,2,2,1,221,Lost Customers
9252,281.0,1,59,2,2,2,222,Lost Customers
9253,149.0,1,70,3,2,2,322,Need Attention
9254,186.0,2,6035,3,5,5,355,Loyal Customers
9255,134.0,1,60,3,2,2,322,Need Attention
9256,352.0,1,75,1,2,2,122,Lost Customers
9257,195.0,2,6029,3,5,5,355,Loyal Customers
9258,4.0,1,21,5,2,1,521,Potential Loyalists
9259,199.0,2,6029,3,5,5,355,Loyal Customers
9260,193.0,2,6029,3,5,5,355,Loyal Customers
9261,212.0,2,5314,2,5,5,255,At Risk
9262,182.0,2,5314,3,5,5,355,Loyal Customers
9263,211.0,1,27,2,2,1,221,Lost Customers
9264,63.0,1,21,5,2,1,521,Potential Loyalists
9265,189.0,2,5333,3,5,5,355,Loyal Customers
9266,321.0,1,32,1,2,1,121,Lost Customers
9267,283.0,1,60,2,2,2,222,Lost Customers
9268,176.0,1,49,3,2,2,322,Need Attention
9269,97.0,1,21,4,2,1,421,Potential Loyalists
9270,92.0,1,5,4,2,1,421,Potential Loyalists
9271,281.0,1,79,2,2,2,222,Lost Customers
9272,195.0,1,120,3,2,3,323,Need Attention
9273,126.0,1,94,4,2,3,423,Potential Loyalists
9274,122.0,1,40,4,2,2,422,Potential Loyalists
9275,179.0,1,70,3,2,2,322,Need Attention
9276,15.0,1,134,5,2,3,523,Potential Loyalists
9277,23.0,1,129,5,2,3,523,Potential Loyalists
9278,270.0,1,5,2,2,1,221,Lost Customers
9279,331.0,1,70,1,2,2,122,Lost Customers
9280,318.0,1,144,1,2,3,123,Lost Customers
9281,136.0,2,96,3,5,3,353,Loyal Customers
9282,224.0,1,1179,2,2,4,224,Lost Customers
9283,207.0,1,37,2,2,1,221,Lost Customers
9284,162.0,2,5314,3,5,5,355,Loyal Customers
9285,153.0,2,5328,3,5,5,355,Loyal Customers
9286,46.0,1,70,5,2,2,522,Potential Loyalists
9287,279.0,1,79,2,2,2,222,Lost Customers
9288,139.0,1,144,3,2,3,323,Need Attention
9289,80.0,1,94,4,2,3,423,Potential Loyalists
9290,159.0,1,70,3,2,2,322,Need Attention
9291,294.0,1,124,1,2,3,123,Lost Customers
9292,219.0,1,1151,2,2,3,223,Lost Customers
9293,90.0,1,120,4,2,3,423,Potential Loyalists
9294,135.0,1,70,3,2,2,322,Need Attention
9295,137.0,1,120,3,2,3,323,Need Attention
9296,229.0,1,1174,2,2,4,224,Lost Customers
9297,243.0,1,1145,2,2,3,223,Lost Customers
9298,322.0,1,2466,1,2,4,124,Lost Customers
9299,2.0,1,70,5,2,2,522,Potential Loyalists
9300,290.0,1,57,1,2,2,122,Lost Customers
9301,125.0,1,72,4,2,2,422,Potential Loyalists
9302,250.0,1,70,2,2,2,222,Lost Customers
9303,310.0,1,2451,1,2,4,124,Lost Customers
9304,310.0,1,2512,1,2,4,124,Lost Customers
9305,223.0,1,1170,2,2,4,224,Lost Customers
9306,114.0,1,70,4,2,2,422,Potential Loyalists
9307,272.0,1,70,2,2,2,222,Lost Customers
9308,233.0,1,120,2,2,3,223,Lost Customers
9309,316.0,1,70,1,2,2,122,Lost Customers
9310,24.0,1,69,5,2,2,522,Potential Loyalists
9311,223.0,1,1149,2,2,3,223,Lost Customers
9312,72.0,1,120,4,2,3,423,Potential Loyalists
9313,267.0,1,5,2,2,1,221,Lost Customers
9314,57.0,1,94,5,2,3,523,Potential Loyalists
9315,67.0,1,68,5,2,2,522,Potential Loyalists
9316,227.0,1,133,2,2,3,223,Lost Customers
9317,336.0,1,40,1,2,2,122,Lost Customers
9318,306.0,1,59,1,2,2,122,Lost Customers
9319,93.0,2,3241,4,5,4,454,Champions
9320,228.0,1,1155,2,2,3,223,Lost Customers
9321,235.0,1,1155,2,2,3,223,Lost Customers
9322,232.0,1,1155,2,2,3,223,Lost Customers
9323,34.0,1,70,5,2,2,522,Potential Loyalists
9324,313.0,1,2492,1,2,4,124,Lost Customers
9325,305.0,1,2544,1,2,4,124,Lost Customers
9326,89.0,1,79,4,2,2,422,Potential Loyalists
9327,275.0,1,129,2,2,3,223,Lost Customers
9328,255.0,1,70,2,2,2,222,Lost Customers
9329,163.0,1,120,3,2,3,323,Need Attention
9330,97.0,1,70,4,2,2,422,Potential Loyalists
9331,28.0,1,72,5,2,2,522,Potential Loyalists
9332,244.0,1,134,2,2,3,223,Lost Customers
9333,139.0,1,79,3,2,2,322,Need Attention
9334,74.0,1,70,4,2,2,422,Potential Loyalists
9335,349.0,1,70,1,2,2,122,Lost Customers
9336,127.0,1,70,4,2,2,422,Potential Loyalists
9337,44.0,1,70,5,2,2,522,Potential Loyalists
9338,330.0,1,2452,1,2,4,124,Lost Customers
9339,99.0,1,124,4,2,3,423,Potential Loyalists
9340,307.0,1,2528,1,2,4,124,Lost Customers
9341,303.0,1,2443,1,2,4,124,Lost Customers
9342,184.0,1,57,3,2,2,322,Need Attention
9343,113.0,1,79,4,2,2,422,Potential Loyalists
9344,356.0,1,70,1,2,2,122,Lost Customers
9345,326.0,1,120,1,2,3,123,Lost Customers
9346,291.0,1,2521,1,2,4,124,Lost Customers
9347,283.0,1,2565,2,2,4,224,Lost Customers
9348,283.0,1,2443,2,2,4,224,Lost Customers
9349,295.0,1,2511,1,2,4,124,Lost Customers
9350,208.0,1,70,2,2,2,222,Lost Customers
9351,81.0,2,3226,4,5,4,454,Champions
9352,130.0,1,120,4,2,3,423,Potential Loyalists
9353,287.0,1,79,2,2,2,222,Lost Customers
9354,284.0,1,79,2,2,2,222,Lost Customers
9355,246.0,1,32,2,2,1,221,Lost Customers
9356,118.0,1,79,4,2,2,422,Potential Loyalists
9357,44.0,1,79,5,2,2,522,Potential Loyalists
9358,222.0,1,70,2,2,2,222,Lost Customers
9359,270.0,1,124,2,2,3,223,Lost Customers
9360,235.0,1,79,2,2,2,222,Lost Customers
9361,159.0,1,79,3,2,2,322,Need Attention
9362,348.0,1,70,1,2,2,122,Lost Customers
9363,78.0,1,70,4,2,2,422,Potential Loyalists
9364,78.0,1,144,4,2,3,423,Potential Loyalists
9365,38.0,1,79,5,2,2,522,Potential Loyalists
9366,2.0,1,70,5,2,2,522,Potential Loyalists
9367,338.0,1,70,1,2,2,122,Lost Customers
9368,59.0,1,129,5,2,3,523,Potential Loyalists
9369,267.0,1,70,2,2,2,222,Lost Customers
9370,265.0,1,65,2,2,2,222,Lost Customers
9371,265.0,1,50,2,2,2,222,Lost Customers
9372,227.0,1,1174,2,2,4,224,Lost Customers
9373,230.0,1,1184,2,2,4,224,Lost Customers
9374,81.0,2,3226,4,5,4,454,Champions
9375,242.0,1,1120,2,2,3,223,Lost Customers
9376,84.0,2,4438,4,5,5,455,Champions
9377,277.0,1,2476,2,2,4,224,Lost Customers
9378,246.0,1,2443,2,2,4,224,Lost Customers
9379,347.0,1,120,1,2,3,123,Lost Customers
9380,176.0,1,124,3,2,3,323,Need Attention
9381,282.0,1,7,2,2,1,221,Lost Customers
9382,90.0,1,70,4,2,2,422,Potential Loyalists
9383,273.0,1,2482,2,2,4,224,Lost Customers
9384,94.0,1,94,4,2,3,423,Potential Loyalists
9385,248.0,1,129,2,2,3,223,Lost Customers
9386,258.0,1,2528,2,2,4,224,Lost Customers
9387,265.0,1,2482,2,2,4,224,Lost Customers
9388,206.0,1,1194,2,2,4,224,Lost Customers
9389,146.0,1,10,3,2,1,321,Need Attention
9390,85.0,1,23,4,2,1,421,Potential Loyalists
9391,156.0,1,15,3,2,1,321,Need Attention
9392,354.0,1,24,1,2,1,121,Lost Customers
9393,92.0,1,134,4,2,3,423,Potential Loyalists
9394,23.0,1,15,5,2,1,521,Potential Loyalists
9395,209.0,1,1158,2,2,4,224,Lost Customers
9396,198.0,1,1179,3,2,4,324,Need Attention
9397,118.0,1,70,4,2,2,422,Potential Loyalists
9398,104.0,1,79,4,2,2,422,Potential Loyalists
9399,233.0,1,69,2,2,2,222,Lost Customers
9400,191.0,1,1184,3,2,4,324,Need Attention
9401,206.0,1,1120,2,2,3,223,Lost Customers
9402,189.0,1,1184,3,2,4,324,Need Attention
9403,226.0,1,5,2,2,1,221,Lost Customers
9404,35.0,1,7,5,2,1,521,Potential Loyalists
9405,17.0,1,125,5,2,3,523,Potential Loyalists
9406,255.0,1,2563,2,2,4,224,Lost Customers
9407,142.0,1,60,3,2,2,322,Need Attention
9408,167.0,1,5,3,2,1,321,Need Attention
9409,149.0,1,70,3,2,2,322,Need Attention
9410,166.0,1,15,3,2,1,321,Need Attention
9411,293.0,1,50,1,2,2,122,Lost Customers
9412,259.0,1,69,2,2,2,222,Lost Customers
9413,268.0,1,2528,2,2,4,224,Lost Customers
9414,311.0,1,50,1,2,2,122,Lost Customers
9415,109.0,1,79,4,2,2,422,Potential Loyalists
9416,168.0,1,14,3,2,1,321,Need Attention
9417,335.0,2,4118,1,5,5,155,At Risk
9418,286.0,1,68,2,2,2,222,Lost Customers
9419,337.0,2,4207,1,5,5,155,At Risk
9420,296.0,1,5,1,2,1,121,Lost Customers
9421,330.0,2,4132,1,5,5,155,At Risk
9422,264.0,1,119,2,2,3,223,Lost Customers
9423,204.0,1,1134,3,2,3,323,Need Attention
9424,313.0,2,4177,1,5,5,155,At Risk
9425,318.0,2,4132,1,5,5,155,At Risk
9426,330.0,2,4118,1,5,5,155,At Risk
9427,325.0,2,4139,1,5,5,155,At Risk
9428,162.0,2,5314,3,5,5,355,Loyal Customers
9429,11.0,1,30,5,2,1,521,Potential Loyalists
9430,153.0,2,5378,3,5,5,355,Loyal Customers
9431,186.0,2,6056,3,5,5,355,Loyal Customers
9432,124.0,1,15,4,2,1,421,Potential Loyalists
9433,82.0,1,15,4,2,1,421,Potential Loyalists
9434,51.0,1,74,5,2,2,522,Potential Loyalists
9435,206.0,1,1170,2,2,4,224,Lost Customers
9436,196.0,1,50,3,2,2,322,Need Attention
9437,182.0,1,1134,3,2,3,323,Need Attention
9438,200.0,1,1155,3,2,3,323,Need Attention
9439,292.0,1,70,1,2,2,122,Lost Customers
9440,338.0,1,15,1,2,1,121,Lost Customers
9441,247.0,1,10,2,2,1,221,Lost Customers
9442,156.0,1,40,3,2,2,322,Need Attention
9443,258.0,1,2482,2,2,4,224,Lost Customers
9444,116.0,1,39,4,2,1,421,Potential Loyalists
9445,189.0,2,6085,3,5,5,355,Loyal Customers
9446,189.0,2,6078,3,5,5,355,Loyal Customers
9447,194.0,2,6029,3,5,5,355,Loyal Customers
9448,186.0,2,6035,3,5,5,355,Loyal Customers
9449,204.0,2,6044,3,5,5,355,Loyal Customers
9450,202.0,1,10,3,2,1,321,Need Attention
9451,202.0,2,6021,3,5,5,355,Loyal Customers
9452,196.0,2,6054,3,5,5,355,Loyal Customers
9453,201.0,2,6157,3,5,5,355,Loyal Customers
9454,361.0,1,21,1,2,1,121,Lost Customers
9455,212.0,1,23,2,2,1,221,Lost Customers
9456,9.0,1,23,5,2,1,521,Potential Loyalists
9457,185.0,2,6029,3,5,5,355,Loyal Customers
9458,245.0,1,74,2,2,2,222,Lost Customers
9459,274.0,1,50,2,2,2,222,Lost Customers
9460,183.0,1,1155,3,2,3,323,Need Attention
9461,352.0,1,21,1,2,1,121,Lost Customers
9462,241.0,1,2492,2,2,4,224,Lost Customers
9463,233.0,1,2512,2,2,4,224,Lost Customers
9464,193.0,1,1147,3,2,3,323,Need Attention
9465,219.0,1,23,2,2,1,221,Lost Customers
9466,237.0,1,2515,2,2,4,224,Lost Customers
9467,8.0,1,15,5,2,1,521,Potential Loyalists
9468,99.0,1,17,4,2,1,421,Potential Loyalists
9469,71.0,2,3169,5,5,4,554,Champions
9470,42.0,1,50,5,2,2,522,Potential Loyalists
9471,77.0,2,4408,4,5,5,455,Champions
9472,57.0,1,74,5,2,2,522,Potential Loyalists
9473,215.0,1,2482,2,2,4,224,Lost Customers
9474,2.0,1,15,5,2,1,521,Potential Loyalists
9475,183.0,1,50,3,2,2,322,Need Attention
9476,232.0,1,15,2,2,1,221,Lost Customers
9477,240.0,1,2521,2,2,4,224,Lost Customers
9478,205.0,1,69,3,2,2,322,Need Attention
9479,261.0,1,96,2,2,3,223,Lost Customers
9480,108.0,1,86,4,2,2,422,Potential Loyalists
9481,195.0,1,1155,3,2,3,323,Need Attention
9482,185.0,1,1170,3,2,4,324,Need Attention
9483,217.0,1,2443,2,2,4,224,Lost Customers
9484,35.0,2,4400,5,5,5,555,Champions
9485,191.0,1,1151,3,2,3,323,Need Attention
9486,204.0,1,15,3,2,1,321,Need Attention
9487,129.0,1,50,4,2,2,422,Potential Loyalists
9488,272.0,1,10,2,2,1,221,Lost Customers
9489,67.0,1,15,5,2,1,521,Potential Loyalists
9490,280.0,1,50,2,2,2,222,Lost Customers
9491,29.0,1,50,5,2,2,522,Potential Loyalists
9492,23.0,1,24,5,2,1,521,Potential Loyalists
9493,362.0,1,72,1,2,2,122,Lost Customers
9494,75.0,1,24,4,2,1,421,Potential Loyalists
9495,330.0,1,15,1,2,1,121,Lost Customers
9496,224.0,1,2482,2,2,4,224,Lost Customers
9497,190.0,1,2478,3,2,4,324,Need Attention
9498,334.0,1,70,1,2,2,122,Lost Customers
9499,182.0,1,13,3,2,1,321,Need Attention
9500,17.0,1,55,5,2,2,522,Potential Loyalists
9501,280.0,1,69,2,2,2,222,Lost Customers
9502,184.0,1,65,3,2,2,322,Need Attention
9503,283.0,1,65,2,2,2,222,Lost Customers
9504,286.0,1,15,2,2,1,221,Lost Customers
9505,145.0,1,120,3,2,3,323,Need Attention
9506,299.0,1,65,1,2,2,122,Lost Customers
9507,331.0,1,69,1,2,2,122,Lost Customers
9508,228.0,1,50,2,2,2,222,Lost Customers
9509,28.0,1,22,5,2,1,521,Potential Loyalists
9510,272.0,1,10,2,2,1,221,Lost Customers
9511,17.0,1,73,5,2,2,522,Potential Loyalists
9512,71.0,1,15,5,2,1,521,Potential Loyalists
9513,308.0,1,10,1,2,1,121,Lost Customers
9514,305.0,1,74,1,2,2,122,Lost Customers
9515,125.0,1,50,4,2,2,422,Potential Loyalists
9516,222.0,1,74,2,2,2,222,Lost Customers
9517,108.0,1,15,4,2,1,421,Potential Loyalists
9518,222.0,1,77,2,2,2,222,Lost Customers
9519,167.0,1,50,3,2,2,322,Need Attention
9520,60.0,1,55,5,2,2,522,Potential Loyalists
9521,305.0,1,15,1,2,1,121,Lost Customers
9522,52.0,1,25,5,2,1,521,Potential Loyalists
9523,165.0,1,45,3,2,2,322,Need Attention
9524,62.0,1,15,5,2,1,521,Potential Loyalists
9525,245.0,1,69,2,2,2,222,Lost Customers
9526,202.0,1,1155,3,2,3,323,Need Attention
9527,185.0,1,1170,3,2,4,324,Need Attention
9528,190.0,1,2478,3,2,4,324,Need Attention
9529,328.0,1,64,1,2,2,122,Lost Customers
9530,206.0,1,1174,2,2,4,224,Lost Customers
9531,273.0,1,104,2,2,3,223,Lost Customers
9532,66.0,1,65,5,2,2,522,Potential Loyalists
9533,50.0,1,93,5,2,3,523,Potential Loyalists
9534,177.0,1,32,3,2,1,321,Need Attention
9535,132.0,1,24,4,2,1,421,Potential Loyalists
9536,100.0,1,15,4,2,1,421,Potential Loyalists
9537,100.0,1,24,4,2,1,421,Potential Loyalists
9538,364.0,1,24,1,2,1,121,Lost Customers
9539,109.0,1,69,4,2,2,422,Potential Loyalists
9540,127.0,1,15,4,2,1,421,Potential Loyalists
9541,52.0,1,10,5,2,1,521,Potential Loyalists
9542,205.0,1,1174,3,2,4,324,Need Attention
9543,166.0,1,93,3,2,3,323,Need Attention
9544,182.0,1,2492,3,2,4,324,Need Attention
9545,206.0,1,2457,2,2,4,224,Lost Customers
9546,167.0,1,2542,3,2,4,324,Need Attention
9547,75.0,2,3246,4,5,4,454,Champions
9548,146.0,1,57,3,2,2,322,Need Attention
9549,68.0,2,3132,5,5,4,554,Champions
9550,91.0,2,3105,4,5,4,454,Champions
9551,263.0,1,25,2,2,1,221,Lost Customers
9552,3.0,1,65,5,2,2,522,Potential Loyalists
9553,56.0,2,3034,5,5,4,554,Champions
9554,65.0,1,2355,5,2,4,524,Potential Loyalists
9555,276.0,1,35,2,2,1,221,Lost Customers
9556,82.0,2,3154,4,5,4,454,Champions
9557,87.0,2,3125,4,5,4,454,Champions
9558,114.0,1,65,4,2,2,422,Potential Loyalists
9559,47.0,2,3019,5,5,4,554,Champions
9560,319.0,1,75,1,2,2,122,Lost Customers
9561,83.0,2,3162,4,5,4,454,Champions
9562,40.0,2,3139,5,5,4,554,Champions
9563,37.0,2,2994,5,5,4,554,Champions
9564,229.0,1,35,2,2,1,221,Lost Customers
9565,54.0,2,3059,5,5,4,554,Champions
9566,203.0,1,65,3,2,2,322,Need Attention
9567,205.0,1,27,3,2,1,321,Need Attention
9568,58.0,2,3074,5,5,4,554,Champions
9569,245.0,1,29,2,2,1,221,Lost Customers
9570,46.0,2,3114,5,5,4,554,Champions
9571,286.0,1,115,2,2,3,223,Lost Customers
9572,114.0,1,25,4,2,1,421,Potential Loyalists
9573,162.0,1,79,3,2,2,322,Need Attention
9574,70.0,1,2415,5,2,4,524,Potential Loyalists
9575,274.0,1,39,2,2,1,221,Lost Customers
9576,44.0,2,3095,5,5,4,554,Champions
9577,56.0,2,3148,5,5,4,554,Champions
9578,55.0,2,3080,5,5,4,554,Champions
9579,39.0,1,31,5,2,1,521,Potential Loyalists
9580,56.0,1,25,5,2,1,521,Potential Loyalists
9581,321.0,1,37,1,2,1,121,Lost Customers
9582,88.0,1,2440,4,2,4,424,Potential Loyalists
9583,185.0,1,142,3,2,3,323,Need Attention
9584,234.0,1,70,2,2,2,222,Lost Customers
9585,64.0,2,3140,5,5,4,554,Champions
9586,154.0,1,32,3,2,1,321,Need Attention
9587,244.0,1,25,2,2,1,221,Lost Customers
9588,87.0,1,2379,4,2,4,424,Potential Loyalists
9589,343.0,1,27,1,2,1,121,Lost Customers
9590,79.0,1,2345,4,2,4,424,Potential Loyalists
9591,74.0,2,3127,4,5,4,454,Champions
9592,336.0,1,70,1,2,2,122,Lost Customers
9593,44.0,2,3113,5,5,4,554,Champions
9594,153.0,1,31,3,2,1,321,Need Attention
9595,304.0,1,43,1,2,2,122,Lost Customers
9596,202.0,1,70,3,2,2,322,Need Attention
9597,305.0,1,32,1,2,1,121,Lost Customers
9598,232.0,1,120,2,2,3,223,Lost Customers
9599,76.0,2,3100,4,5,4,454,Champions
9600,168.0,1,32,3,2,1,321,Need Attention
9601,194.0,2,6056,3,5,5,355,Loyal Customers
9602,0.0,1,80,5,2,2,522,Potential Loyalists
9603,293.0,1,80,1,2,2,122,Lost Customers
9604,281.0,1,23,2,2,1,221,Lost Customers
9605,150.0,1,94,3,2,3,323,Need Attention
9606,278.0,1,84,2,2,2,222,Lost Customers
9607,193.0,2,6054,3,5,5,355,Loyal Customers
9608,44.0,1,23,5,2,1,521,Potential Loyalists
9609,185.0,2,6035,3,5,5,355,Loyal Customers
9610,208.0,2,6117,2,5,5,255,At Risk
9611,189.0,2,6021,3,5,5,355,Loyal Customers
9612,184.0,2,6021,3,5,5,355,Loyal Customers
9613,206.0,2,6060,2,5,5,255,At Risk
9614,197.0,2,6056,3,5,5,355,Loyal Customers
9615,201.0,2,6035,3,5,5,355,Loyal Customers
9616,209.0,2,6060,2,5,5,255,At Risk
9617,209.0,2,6093,2,5,5,255,At Risk
9618,163.0,2,6058,3,5,5,355,Loyal Customers
9619,329.0,1,21,1,2,1,121,Lost Customers
9620,84.0,1,75,4,2,2,422,Potential Loyalists
9621,157.0,2,6044,3,5,5,355,Loyal Customers
9622,174.0,2,6117,3,5,5,355,Loyal Customers
9623,170.0,2,6139,3,5,5,355,Loyal Customers
9624,157.0,2,6093,3,5,5,355,Loyal Customers
9625,155.0,2,6021,3,5,5,355,Loyal Customers
9626,173.0,2,6029,3,5,5,355,Loyal Customers
9627,166.0,2,6038,3,5,5,355,Loyal Customers
9628,158.0,2,6044,3,5,5,355,Loyal Customers
9629,176.0,2,6056,3,5,5,355,Loyal Customers
9630,181.0,2,6060,3,5,5,355,Loyal Customers
9631,88.0,1,75,4,2,2,422,Potential Loyalists
9632,213.0,1,72,2,2,2,222,Lost Customers
9633,125.0,1,22,4,2,1,421,Potential Loyalists
9634,116.0,1,69,4,2,2,422,Potential Loyalists
9635,296.0,1,10,1,2,1,121,Lost Customers
9636,197.0,1,50,3,2,2,322,Need Attention
9637,328.0,1,15,1,2,1,121,Lost Customers
9638,261.0,1,10,2,2,1,221,Lost Customers
9639,169.0,1,2478,3,2,4,324,Need Attention
9640,162.0,1,2466,3,2,4,324,Need Attention
9641,164.0,1,2498,3,2,4,324,Need Attention
9642,133.0,1,2457,3,2,4,324,Need Attention
9643,104.0,1,2452,4,2,4,424,Potential Loyalists
9644,153.0,1,15,3,2,1,321,Need Attention
9645,91.0,1,2457,4,2,4,424,Potential Loyalists
9646,172.0,1,1143,3,2,3,323,Need Attention
9647,157.0,1,1198,3,2,4,324,Need Attention
9648,168.0,1,1155,3,2,3,323,Need Attention
9649,61.0,1,2457,5,2,4,524,Potential Loyalists
9650,42.0,1,2488,5,2,4,524,Potential Loyalists
9651,176.0,1,1174,3,2,4,324,Need Attention
9652,83.0,2,3198,4,5,4,454,Champions
9653,163.0,1,1174,3,2,4,324,Need Attention
9654,179.0,1,1155,3,2,3,323,Need Attention
9655,165.0,1,1170,3,2,4,324,Need Attention
9656,149.0,1,47,3,2,2,322,Need Attention
9657,75.0,2,3245,4,5,4,454,Champions
9658,162.0,1,1193,3,2,4,324,Need Attention
9659,54.0,1,2457,5,2,4,524,Potential Loyalists
9660,34.0,1,2466,5,2,4,524,Potential Loyalists
9661,181.0,1,1179,3,2,4,324,Need Attention
9662,167.0,1,1174,3,2,4,324,Need Attention
9663,396.0,1,1751,1,2,4,124,Lost Customers
9664,340.0,1,1751,1,2,4,124,Lost Customers
9665,316.0,1,1765,1,2,4,124,Lost Customers
9666,47.0,2,4408,5,5,5,555,Champions
9667,334.0,1,1715,1,2,4,124,Lost Customers
9668,292.0,1,1776,1,2,4,124,Lost Customers
9669,276.0,1,1751,2,2,4,224,Lost Customers
9670,55.0,2,3169,5,5,4,554,Champions
9671,43.0,2,3228,5,5,4,554,Champions
9672,284.0,1,1736,2,2,4,224,Lost Customers
9673,267.0,1,1751,2,2,4,224,Lost Customers
9674,220.0,1,1755,2,2,4,224,Lost Customers
9675,179.0,1,1143,3,2,3,323,Need Attention
9676,179.0,1,1155,3,2,3,323,Need Attention
9677,290.0,1,15,1,2,1,121,Lost Customers
9678,175.0,1,1184,3,2,4,324,Need Attention
9679,168.0,1,1155,3,2,3,323,Need Attention
9680,309.0,1,64,1,2,2,122,Lost Customers
9681,33.0,2,3219,5,5,4,554,Champions
9682,361.0,1,10,1,2,1,121,Lost Customers
9683,201.0,1,1736,3,2,4,324,Need Attention
9684,211.0,1,1736,2,2,4,224,Lost Customers
9685,187.0,1,1730,3,2,4,324,Need Attention
9686,154.0,1,1155,3,2,3,323,Need Attention
9687,177.0,1,1151,3,2,3,323,Need Attention
9688,95.0,1,10,4,2,1,421,Potential Loyalists
9689,11.0,1,69,5,2,2,522,Potential Loyalists
9690,241.0,1,79,2,2,2,222,Lost Customers
9691,45.0,1,39,5,2,1,521,Potential Loyalists
9692,311.0,1,40,1,2,2,122,Lost Customers
9693,116.0,1,50,4,2,2,422,Potential Loyalists
9694,154.0,1,1155,3,2,3,323,Need Attention
9695,333.0,1,147,1,2,3,123,Lost Customers
9696,34.0,1,15,5,2,1,521,Potential Loyalists
9697,358.0,1,74,1,2,2,122,Lost Customers
9698,48.0,1,78,5,2,2,522,Potential Loyalists
9699,246.0,1,24,2,2,1,221,Lost Customers
9700,177.0,1,1209,3,2,4,324,Need Attention
9701,177.0,1,1243,3,2,4,324,Need Attention
9702,154.0,1,1155,3,2,3,323,Need Attention
9703,192.0,1,1751,3,2,4,324,Need Attention
9704,173.0,1,1736,3,2,4,324,Need Attention
9705,119.0,1,78,4,2,2,422,Potential Loyalists
9706,302.0,1,69,1,2,2,122,Lost Customers
9707,153.0,1,1760,3,2,4,324,Need Attention
9708,162.0,1,1751,3,2,4,324,Need Attention
9709,52.0,2,4406,5,5,5,555,Champions
9710,176.0,1,1730,3,2,4,324,Need Attention
9711,277.0,2,3240,2,5,4,254,At Risk
9712,247.0,2,3240,2,5,4,254,At Risk
9713,233.0,2,3261,2,5,4,254,At Risk
9714,63.0,2,3422,5,5,5,555,Champions
9715,322.0,1,188,1,2,3,123,Lost Customers
9716,173.0,1,196,3,2,3,323,Need Attention
9717,49.0,3,3911,5,5,5,555,Champions
9718,214.0,2,3240,2,5,4,254,At Risk
9719,89.0,2,3283,4,5,5,455,Champions
9720,252.0,2,1947,2,5,4,254,At Risk
9721,249.0,2,1938,2,5,4,254,At Risk
9722,172.0,1,25,3,2,1,321,Need Attention
9723,256.0,3,2378,2,5,4,254,At Risk
9724,192.0,1,144,3,2,3,323,Need Attention
9725,188.0,1,25,3,2,1,321,Need Attention
9726,44.0,1,64,5,2,2,522,Potential Loyalists
9727,241.0,2,1941,2,5,4,254,At Risk
9728,71.0,1,30,5,2,1,521,Potential Loyalists
9729,237.0,1,709,2,2,3,223,Lost Customers
9730,222.0,1,78,2,2,2,222,Lost Customers
9731,239.0,1,69,2,2,2,222,Lost Customers
9732,304.0,1,43,1,2,2,122,Lost Customers
9733,329.0,1,10,1,2,1,121,Lost Customers
9734,248.0,1,24,2,2,1,221,Lost Customers
9735,245.0,1,7,2,2,1,221,Lost Customers
9736,166.0,1,1120,3,2,3,323,Need Attention
9737,38.0,2,3194,5,5,4,554,Champions
9738,7.0,1,129,5,2,3,523,Potential Loyalists
9739,123.0,1,24,4,2,1,421,Potential Loyalists
9740,324.0,1,79,1,2,2,122,Lost Customers
9741,139.0,2,141,3,5,3,353,Loyal Customers
9742,279.0,1,120,2,2,3,223,Lost Customers
9743,115.0,1,129,4,2,3,423,Potential Loyalists
9744,90.0,1,79,4,2,2,422,Potential Loyalists
9745,53.0,1,549,5,2,3,523,Potential Loyalists
9746,4.0,2,113,5,5,3,553,Loyal Customers
9747,203.0,2,120,3,5,3,353,Loyal Customers
9748,55.0,1,70,5,2,2,522,Potential Loyalists
9749,287.0,1,124,2,2,3,223,Lost Customers
9750,60.0,1,625,5,2,3,523,Potential Loyalists
9751,158.0,1,1184,3,2,4,324,Need Attention
9752,46.0,1,575,5,2,3,523,Potential Loyalists
9753,109.0,1,70,4,2,2,422,Potential Loyalists
9754,38.0,1,540,5,2,3,523,Potential Loyalists
9755,151.0,1,79,3,2,2,322,Need Attention
9756,164.0,1,1164,3,2,4,324,Need Attention
9757,66.0,2,34,5,5,1,551,Loyal Customers
9758,27.0,1,70,5,2,2,522,Potential Loyalists
9759,284.0,1,129,2,2,3,223,Lost Customers
9760,222.0,1,78,2,2,2,222,Lost Customers
9761,85.0,1,7,4,2,1,421,Potential Loyalists
9762,256.0,1,23,2,2,1,221,Lost Customers
9763,44.0,1,124,5,2,3,523,Potential Loyalists
9764,223.0,1,124,2,2,3,223,Lost Customers
9765,180.0,2,56,3,5,2,352,Loyal Customers
9766,169.0,1,1179,3,2,4,324,Need Attention
9767,305.0,1,15,1,2,1,121,Lost Customers
9768,125.0,1,1120,4,2,3,423,Potential Loyalists
9769,131.0,1,1170,4,2,4,424,Potential Loyalists
9770,260.0,1,25,2,2,1,221,Lost Customers
9771,79.0,1,50,4,2,2,422,Potential Loyalists
9772,81.0,1,46,4,2,2,422,Potential Loyalists
